season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,Down,Distance,MapRoleKicker,FootballStatus,FootballPlayResult,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRolePassDefender,FootballZone,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,MapRoleTackler1,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleRusher,FootballYards,Drive_Yards,MapRoleSacker1,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballMainScoringPlay,FootballConvAttPts,FootballKickYards,MapRoleTackler2,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleKickreturner,FootballKickRetYards,MapRoleQbHitter,MapRoleSacker2,punt_attempt
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,546,1677374217.0,73017,2023-02-25 20:16:57.000000,EventFootballPass,1-10-DC 36 (0:23) 10 J. Ta'amu pass incomplete to 11 L. Jackson,,True,2,0,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,77,2302006-DC-at-VGS,23,23,1823,0:23,2,2,Visitor,36,14,8,,,,0.0,64,0,6,1.0,10.0,,StatusOfficial,ResultPassIncomplete,,,22296,20766,21753,1,Visitor,26.0,3.0,0:21, ,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,547,1677374246.0,73046,2023-02-25 20:17:26.000000,EventFootballPass,2-10-DC 36 (0:19) 10 J. Ta'amu pass incomplete to 81 J. Malone,,True,2,0,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,78,2302006-DC-at-VGS,19,19,1819,0:19,2,2,Visitor,36,14,8,,,,0.0,64,0,6,2.0,10.0,,StatusOfficial,ResultPassIncomplete,,,22296,22880,,1,Visitor,26.0,3.0,0:17, ,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,548,1677374280.0,73080,2023-02-25 20:18:00.000000,EventFootballPass,"3-10-DC 36 (0:13) 10 J. Ta'amu pass to 4 A. Smith to VGS 49 for 15 yards (27 N. Hill, 28 C. Avery)",,True,2,0,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,79,2302006-DC-at-VGS,13,13,1813,0:13,2,2,Visitor,36,14,8,,,,0.0,64,0,6,3.0,10.0,,StatusOfficial,ResultPassComplete,,,22296,21427,,1,Visitor,26.0,5.0,0:43,FUMBLE,20690,,,,,,15.0,-5.0,,,,,,,,,,20066,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,549,1677374359.0,73159,2023-02-25 20:19:19.000000,EventFootballPenalty,"1-10-VGS 49 (0:11) PENALTY on 11 L. Jackson, 5 yards",,True,2,0,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,80,2302006-DC-at-VGS,11,11,1811,0:11,2,2,Home,49,14,8,,,,0.0,49,0,6,1.0,10.0,,StatusOfficial,,,,,,,,Visitor,26.0,5.0,0:43,FUMBLE,,,,,,,,-5.0,,,,,,,,,,,,8,20766,5.0,ResultPenaltyRepeatdown,NA,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,550,1677374392.0,73192,2023-02-25 20:19:52.000000,EventFootballSack,"1-15-DC 46 (0:06) 10 J. Ta'amu sacked at DC 43 for -3 yards Fumbled by 10 J. Ta'amu,  Forced by 23 M. Roberts Recovered by 44 V. Beasley (23 M. Roberts)",,True,2,0,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,81,2302006-DC-at-VGS,6,6,1806,0:06,2,2,Visitor,46,14,8,,,,0.0,54,0,6,1.0,15.0,,StatusOfficial,,Visitor,21.0,22296,,,,Visitor,26.0,5.0,0:43,FUMBLE,,,,,,,-3.0,-5.0,21960,8,22296,7,21739,21960,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,551,1677374452.0,73252,2023-02-25 20:20:52.000000,EventFootballFg,1-10-DC 21 (0:00) 47 B. Giffen 39 yard field goal is NO GOOD,,True,2,0,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,82,2302006-DC-at-VGS,0,0,1800,0:00,2,2,Visitor,21,15,7,,,,1.0,21,0,6,1.0,10.0,20076,StatusOfficial,ResultKickMissed,,,,,,,Visitor,21.0,1.0,0:06,MISSED FG,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,552,1677375490.0,74290,2023-02-25 20:38:10.000000,EventFootballKickoff,47 B. Giffen kicks from VGS 30. 12 J. Ezzard to DC 28 for 16 yards (11 P. Dawson),,True,3,15,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,83,2302006-DC-at-VGS,900,1800,1800,15:00,3,3,Home,30,17,8,,,,0.0,30,0,6,,,47,StatusOfficial,ResultKickReturned,Visitor,28.0,,,,,,,,,,20374,,,,,,,,,,,,,,,,,,,,,,,,21207,16.0,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,553,1677375583.0,74383,2023-02-25 20:39:43.000000,EventFootballPass,1-10-DC 29 (14:50) 10 J. Ta'amu pass to 82 E. Wolf to DC 41 for 12 yards (1 M. Harriel),,True,3,14,50,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,84,2302006-DC-at-VGS,890,1790,1790,14:50,3,3,Visitor,29,17,8,,,,0.0,71,0,6,1.0,10.0,,StatusOfficial,ResultPassComplete,,,22296,21711,,1,Visitor,28.0,11.0,5:19,FG,21753,,,,,,12.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,554,1677375608.0,74408,2023-02-25 20:40:08.000000,EventFootballRush,1-10-DC 40 (14:25) 10 J. Ta'amu rush to DC 45 for 5 yards (48 D. Calhoun),,True,3,14,25,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,85,2302006-DC-at-VGS,865,1765,1765,14:25,3,3,Visitor,40,17,8,,,,0.0,60,0,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,29.0,2.0,0:49, ,21744,,,,,22296,5.0,16.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,555,1677375725.0,74525,2023-02-25 20:42:05.000000,EventFootballPass,2-5-DC 45 (13:12) 10 J. Ta'amu pass to 11 L. Jackson to VGS 46 for 9 yards (6 K. Kennedy),,True,3,13,12,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,86,2302006-DC-at-VGS,792,1692,1692,13:12,3,3,Visitor,45,17,8,,,,0.0,55,0,6,2.0,5.0,,StatusOfficial,ResultPassComplete,,,22296,20766,,1,Visitor,28.0,11.0,5:19,FG,21943,,,,,,9.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,556,1677375755.0,74555,2023-02-25 20:42:35.000000,EventFootballRush,1-10-VGS 44 (12:48) 10 J. Ta'amu rush to VGS 45 for -1 yards (90 J. Martin),,True,3,12,48,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,87,2302006-DC-at-VGS,768,1668,1668,12:48,3,3,Home,44,17,8,,,,0.0,44,0,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,28.0,11.0,5:19,FG,21948,,,,,22296,-1.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,557,1677376123.0,74923,2023-02-25 20:48:43.000000,EventFootballRush,2-8-VGS 42 (9:47) 23 R. Armstead rush to VGS 38 for 4 yards,,True,3,9,47,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,88,2302006-DC-at-VGS,587,1487,1487,9:47,3,3,Home,42,17,8,,,,0.0,42,0,6,2.0,8.0,,StatusOfficial,,,,,,,1,Visitor,28.0,11.0,5:19,FG,,,,,,20053,4.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,558,1677376169.0,74969,2023-02-25 20:49:29.000000,EventFootballPass,3-7-VGS 41 (9:41) 10 J. Ta'amu pass to 82 E. Wolf to VGS 36 for 5 yards (28 C. Avery),,True,3,9,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,89,2302006-DC-at-VGS,581,1481,1481,9:41,3,3,Home,41,17,8,,,,0.0,41,0,6,3.0,7.0,,StatusOfficial,ResultPassComplete,,,22296,21711,,1,Visitor,28.0,11.0,5:19,FG,20066,,,,,,5.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,559,1677376193.0,74993,2023-02-25 20:49:53.000000,EventFootballRush,4-4-VGS 38 (9:41) 10 J. Ta'amu rush to VGS 29 for 9 yards,,True,3,9,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,90,2302006-DC-at-VGS,581,1481,1481,9:41,3,3,Home,38,17,8,,,,0.0,38,0,6,4.0,4.0,,StatusOfficial,,,,,,,1,Visitor,29.0,7.0,5:19, ,,,,,,22296,9.0,42.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,560,1677376209.0,75009,2023-02-25 20:50:09.000000,EventFootballPass,1-10-VGS 29 (9:41) 10 J. Ta'amu pass incomplete to 1 C. Blair,,True,3,9,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,91,2302006-DC-at-VGS,581,1481,1481,9:41,3,3,Home,29,17,8,,,,0.0,29,0,6,1.0,10.0,,StatusOfficial,ResultPassIncomplete,,,22296,20133,,1,Visitor,29.0,8.0,5:19, ,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,561,1677376216.0,75016,2023-02-25 20:50:16.000000,EventFootballPass,2-10-VGS 29 (9:41) 10 J. Ta'amu pass incomplete to 0 J. Hammond,,True,3,9,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,92,2302006-DC-at-VGS,581,1481,1481,9:41,3,3,Home,29,17,8,,,,0.0,29,0,6,2.0,10.0,,StatusOfficial,ResultPassIncomplete,,,22296,20618,20039,1,Visitor,29.0,9.0,5:19, ,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,562,1677376225.0,75025,2023-02-25 20:50:25.000000,EventFootballRush,"3-10-VGS 29 (9:41) 10 J. Ta'amu rush to VGS 29 for 0 yards (44 V. Beasley, 88 R. Windsor)",,True,3,9,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,93,2302006-DC-at-VGS,581,1481,1481,9:41,3,3,Home,29,17,8,,,,0.0,29,0,6,3.0,10.0,,StatusOfficial,,,,,,,1,Visitor,29.0,10.0,5:19, ,21739,,,,,22296,0.0,42.0,,,,,,,,,,21975,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,563,1677376246.0,75046,2023-02-25 20:50:46.000000,EventFootballTimeout,Timeout by D.C. Defenders at 9:41,,True,3,9,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,94,2302006-DC-at-VGS,581,1481,1481,9:41,3,3,Home,29,17,8,,,,0.0,29,0,6,4.0,10.0,,StatusOfficial,,,,,,,,Visitor,29.0,10.0,5:19, ,,,,,,,,42.0,,,,,,,,,,,8,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,564,1677376264.0,75064,2023-02-25 20:51:04.000000,EventFootballFg,4-10-VGS 29 (9:41) 34 M. McCrane 47 yard field goal is GOOD,,True,3,9,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,95,2302006-DC-at-VGS,581,1481,1481,9:41,2,3,Home,29,17,8,,,,0.0,29,0,6,4.0,10.0,21028,StatusOfficial,ResultKickMade,,,,,,,Visitor,29.0,11.0,5:19,FG,,,,,,,47.0,42.0,,,,,,,ScoreTypeFg,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,565,1677376349.0,75149,2023-02-25 20:52:29.000000,EventFootballKickoff,17 M. Carrizosa kicks the kickoff short of 20 yd line,,True,3,9,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,96,2302006-DC-at-VGS,581,1481,1481,9:41,2,3,Visitor,30,18,8,,,,0.0,70,3,6,,,22416,StatusOfficial,ResultKickShortof20,Visitor,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,566,1677376457.0,75257,2023-02-25 20:54:17.000000,EventFootballPenalty,"1-10-DC 45 (9:26) PENALTY on Vegas Vipers, 5 yards",,True,3,9,26,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,97,2302006-DC-at-VGS,566,1466,1466,9:26,2,3,Visitor,45,19,7,,,,1.0,45,3,6,1.0,10.0,,StatusOfficial,,,,,,,,Visitor,45.0,,0:11, ,,,,,,,,-5.0,,,,,,,,,,,,7,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,567,1677376476.0,75276,2023-02-25 20:54:36.000000,EventFootballRush,1-15-Midfield (9:07) 2 B. Hundley rush to DC 43 for 7 yards (43 F. Bernard),,True,3,9,7,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,98,2302006-DC-at-VGS,547,1447,1447,9:07,2,3,Visitor,50,19,7,,,,1.0,50,3,6,1.0,15.0,,StatusOfficial,,,,,,,1,Visitor,45.0,1.0,0:39, ,22329,,,,,22876,7.0,2.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,568,1677376504.0,75304,2023-02-25 20:55:04.000000,EventFootballSack,2-8-DC 43 (8:39) 2 B. Hundley sacked at DC 44 for -1 yards (95 J. Owens),,True,3,8,39,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,99,2302006-DC-at-VGS,519,1419,1419,8:39,2,3,Visitor,43,19,7,,,,1.0,43,3,6,2.0,8.0,,StatusOfficial,,,,22876,,,,Visitor,45.0,9.0,5:15,MISSED FG,,,,,,,-1.0,43.0,21174,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,569,1677376549.0,75349,2023-02-25 20:55:49.000000,EventFootballTimeout,Timeout by Vegas Vipers at 8:03,,True,3,8,3,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,100,2302006-DC-at-VGS,483,1383,1383,8:03,2,3,Visitor,44,19,7,,,,1.0,44,3,6,3.0,9.0,,StatusOfficial,,,,,,,,Visitor,45.0,2.0,1:32, ,,,,,,,,1.0,,,,,,,,,,,7,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,570,1677376623.0,75423,2023-02-25 20:57:03.000000,EventFootballPass,3-9-DC 44 (7:59) 2 B. Hundley pass to 8 J. Lovett to DC 20 for 24 yards (21 J. Allen),,True,3,7,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,101,2302006-DC-at-VGS,479,1379,1379,7:59,2,2,Visitor,44,19,7,,,,1.0,44,3,6,3.0,9.0,,StatusOfficial,ResultPassComplete,,,22876,21872,,1,Visitor,45.0,9.0,5:15,MISSED FG,20029,,,,,,24.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,571,1677376651.0,75451,2023-02-25 20:57:31.000000,EventFootballRush,1-10-DC 20 (7:31) 8 J. Lovett rush to DC 16 for 4 yards (9 K. Sails),,True,3,7,31,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,102,2302006-DC-at-VGS,451,1351,1351,7:31,2,2,Visitor,20,19,7,,,,1.0,20,3,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,45.0,9.0,5:15,MISSED FG,21360,,,,,21872,4.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,572,1677376687.0,75487,2023-02-25 20:58:07.000000,EventFootballPass,2-8-DC 18 (6:55) 2 B. Hundley pass to 8 J. Lovett to DC 9 for 9 yards (26 D. Neal),,True,3,6,55,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,103,2302006-DC-at-VGS,415,1315,1315,6:55,2,2,Visitor,18,19,7,,,,1.0,18,3,6,2.0,8.0,,StatusOfficial,ResultPassComplete,,,22876,21872,,1,Visitor,45.0,5.0,2:56, ,21133,,,,,,9.0,36.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,573,1677376728.0,75528,2023-02-25 20:58:48.000000,EventFootballRush,1-9-DC 9 (6:14) 8 J. Lovett rush to DC 7 for 2 yards (27 F. Gardner),,True,3,6,14,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,104,2302006-DC-at-VGS,374,1274,1274,6:14,2,2,Visitor,9,19,7,,,,1.0,9,3,6,1.0,9.0,,StatusOfficial,,,,,,,1,Visitor,45.0,9.0,5:15,MISSED FG,21935,,,,,21872,2.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,574,1677376759.0,75559,2023-02-25 20:59:19.000000,EventFootballPass,2-5-DC 5 (5:43) 2 B. Hundley pass incomplete to 89 C. Sutton,,True,3,5,43,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,105,2302006-DC-at-VGS,343,1243,1243,5:43,2,2,Visitor,5,19,7,,,,1.0,5,3,6,2.0,5.0,,StatusOfficial,ResultPassIncomplete,,,22876,21502,,,Visitor,45.0,7.0,4:03, ,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,21080,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,575,1677376801.0,75601,2023-02-25 21:00:01.000000,EventFootballPenalty,"3-5-DC 5 (5:12) PENALTY on Vegas Vipers, 5 yards",,True,3,5,12,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,106,2302006-DC-at-VGS,312,1212,1212,5:12,2,2,Visitor,5,19,7,,,,1.0,5,3,6,3.0,5.0,,StatusOfficial,,,,,,,,Visitor,45.0,7.0,4:23, ,,,,,,,,35.0,,,,,,,,,,,,7,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,576,1677376833.0,75633,2023-02-25 21:00:33.000000,EventFootballRush,3-10-DC 10 (4:54) 2 B. Hundley rush to DC 3 for 7 yards (20 J. Brooks),,True,3,4,54,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,107,2302006-DC-at-VGS,294,1194,1194,4:54,2,2,Visitor,10,19,7,,,,1.0,10,3,6,3.0,10.0,,StatusOfficial,,,,,,,1,Visitor,45.0,9.0,5:15,MISSED FG,20189,,,,,22876,7.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,577,1677376861.0,75661,2023-02-25 21:01:01.000000,EventFootballFg,4-2-DC 2 (4:26) 47 B. Giffen 23 yard field goal is NO GOOD,,True,3,4,26,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,108,2302006-DC-at-VGS,266,1166,1166,4:26,2,2,Visitor,2,19,7,,,,1.0,2,3,6,4.0,2.0,20076,StatusOfficial,ResultKickMissed,,,,,,,Visitor,45.0,9.0,5:15,MISSED FG,,,,,,,23.0,43.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,578,1677377077.0,75877,2023-02-25 21:04:37.000000,EventFootballRush,1-10-DC 20 (4:09) 10 J. Ta'amu rush to DC 25 for 5 yards (95 B. Jones),,True,3,4,9,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,109,2302006-DC-at-VGS,249,1149,1149,4:09,2,2,Visitor,20,20,8,,,,0.0,80,3,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,20.0,1.0,0:12, ,20832,,,,,22296,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,579,1677377118.0,75918,2023-02-25 21:05:18.000000,EventFootballPass,2-5-DC 25 (3:29) 10 J. Ta'amu pass incomplete to 1 C. Blair,,True,3,3,29,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,110,2302006-DC-at-VGS,209,1109,1109,3:29,2,2,Visitor,25,20,8,,,,0.0,75,3,6,2.0,5.0,,StatusOfficial,ResultPassIncomplete,,,22296,20133,21462,1,Visitor,20.0,2.0,0:44, ,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,580,1677377175.0,75975,2023-02-25 21:06:15.000000,EventFootballPass,3-5-DC 25 (3:06) 10 J. Ta'amu pass to 0 J. Hammond to DC 32 for 7 yards (20 J. Johnson),,True,3,3,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,111,2302006-DC-at-VGS,186,1086,1086,3:06,2,2,Visitor,25,20,8,,,,0.0,75,3,6,3.0,5.0,,StatusOfficial,ResultPassComplete,,,22296,20618,,1,Visitor,20.0,3.0,1:22, ,20811,,,,,,7.0,12.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,581,1677377198.0,75998,2023-02-25 21:06:38.000000,EventFootballRush,"1-10-DC 32 (2:43) 23 R. Armstead rush to DC 36 for 4 yards (21 A. Phillips, 1 M. Harriel)",,True,3,2,43,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,112,2302006-DC-at-VGS,163,1063,1063,2:43,2,2,Visitor,32,20,8,,,,0.0,68,3,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,20.0,4.0,1:55, ,21223,,,,,20053,4.0,16.0,,,,,,,,,,21753,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,582,1677377283.0,76083,2023-02-25 21:08:03.000000,EventFootballRush,2-6-DC 36 (2:15) 23 R. Armstead rush to DC 46 for 10 yards (9 D. Anderson),,True,3,2,15,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,113,2302006-DC-at-VGS,135,1035,1035,2:15,2,2,Visitor,36,20,8,,,,0.0,64,3,6,2.0,6.0,,StatusOfficial,,,,,,,1,Visitor,20.0,5.0,2:22, ,20039,,,,,20053,10.0,26.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,583,1677377313.0,76113,2023-02-25 21:08:33.000000,EventFootballRush,1-10-DC 46 (1:46) 3 D. King rush to VGS 46 for 8 yards (0 P. Taumoepenu),,True,3,1,46,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,114,2302006-DC-at-VGS,106,1006,1006,1:46,2,2,Visitor,46,20,8,,,,0.0,54,3,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,20.0,6.0,2:42, ,21968,,,,,21981,8.0,34.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,584,1677377340.0,76140,2023-02-25 21:09:00.000000,EventFootballRush,"2-2-VGS 46 (1:19) 23 R. Armstead rush to VGS 39 for 7 yards (9 D. Anderson, 97 L. Stokes)",,True,3,1,19,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,115,2302006-DC-at-VGS,79,979,979,1:19,2,2,Home,46,20,8,,,,0.0,46,3,6,2.0,2.0,,StatusOfficial,,,,,,,1,Visitor,20.0,7.0,3:12, ,20039,,,,,20053,7.0,41.0,,,,,,,,,,21966,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,585,1677377376.0,76176,2023-02-25 21:09:36.000000,EventFootballRush,1-10-VGS 39 (0:43) 3 D. King rush to VGS 29 for 10 yards (20 J. Johnson),,True,3,0,43,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,116,2302006-DC-at-VGS,43,943,943,0:43,2,2,Home,39,20,8,,,,0.0,39,3,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,20.0,8.0,3:51, ,20811,,,,,21981,10.0,51.0,,,,,,,,,,,,,,,,,,,,,0
