season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,yardline_100,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,VisScore,HomeScore,Down,Distance,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRolePassDefender,FootballMainScoringPlay,FootballConvAttPts,MapRoleTackler2,MapRolePunter,MapRolePuntreturner,FootballPuntYards,MapRoleSacker1,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballPuntRetYards,FootballExtraYards_IndivOrTeam,FootballExtraYards_TeamId,FootballExtraYards_PlayerId,FootballExtraYards_Yards,MapRoleInterceptor,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleQbHitter
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,192,1676775203.0,78803,2023-02-18 21:53:23.000000,EventFootballPunt,"4-16-ORL 17 (0:26) 19 J. Townsend punts 33 yards, downed at Midfield",,True,2,0,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,76,2302002-ORL-at-HOU,26,26,1826,0:26,2,2,Visitor,17,0,16,4,,,,0.0,6,21,4.0,16.0,,,,StatusOfficial,ResultKickDowned,,Home,50.0,,,,Visitor,23.0,3.0,-6.0,1:26,PUNT,,,,,,,21895,,33.0,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,194,1676775246.0,78846,2023-02-18 21:54:06.000000,EventFootballSack,1-10-Midfield (0:19) 12 B. Silvers sacked at HOU 47 for -3 yards (36 J. Jones),,True,2,0,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,77,2302002-ORL-at-HOU,19,19,1819,0:19,2,2,Home,50,0,17,2,,,,1.0,6,21,1.0,10.0,,,,StatusOfficial,,,,,,,-3.0,Home,50.0,1.0,-3.0,0:08, ,21984,,,,,,,,,20841,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,196,1676775260.0,78860,2023-02-18 21:54:20.000000,EventFootballTimeout,Timeout by Houston Roughnecks at 0:18,,True,2,0,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,78,2302002-ORL-at-HOU,18,18,1818,0:18,2,2,Home,47,0,17,2,,,,1.0,6,21,2.0,13.0,,,,StatusOfficial,,,,,,,,Home,50.0,1.0,-3.0,0:08, ,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,198,1676775319.0,78919,2023-02-18 21:55:19.000000,EventFootballPass,2-13-HOU 47 (0:13) 12 B. Silvers pass incomplete to 1 D. Burnett,,True,2,0,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,79,2302002-ORL-at-HOU,13,13,1813,0:13,2,1,Home,47,0,17,2,,,,1.0,6,21,2.0,13.0,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,Home,50.0,2.0,-3.0,0:13, ,21984,20229,21448,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,200,1676775350.0,78950,2023-02-18 21:55:50.000000,EventFootballRush,3-13-HOU 47 (0:10) 22 M. Borghi rush to ORL 48 for 5 yards (34 N. Coe),,True,2,0,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,80,2302002-ORL-at-HOU,10,10,1810,0:10,2,1,Home,47,0,17,2,,,,1.0,6,21,3.0,13.0,20308,,,StatusOfficial,,,,,20149,3,5.0,Home,50.0,3.0,2.0,0:26, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,206,1676776097.0,79697,2023-02-18 22:08:17.000000,EventFootballKickoff,0 J. Borregales kicks from ORL 48. 34 D. Lee to HOU 34 for 24 yards,,True,3,14,54,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,81,2302002-ORL-at-HOU,894,1794,1794,14:54,3,3,Visitor,48,0,18,2,,,,1.0,6,21,1.0,10.0,,21609,20308,StatusOfficial,ResultKickReturned,24.0,Home,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,208,1676776135.0,79735,2023-02-18 22:08:55.000000,EventFootballPass,1-10-HOU 34 (14:49) 12 B. Silvers pass to 1 D. Burnett to HOU 41 for 7 yards (21 S. Wiggins),,True,3,14,49,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,82,2302002-ORL-at-HOU,889,1789,1789,14:49,3,3,Home,34,0,18,2,,,,1.0,6,21,1.0,10.0,21664,,,StatusOfficial,ResultPassComplete,,,,,3,7.0,Home,34.0,1.0,7.0,0:25, ,21984,20229,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,210,1676776171.0,79771,2023-02-18 22:09:31.000000,EventFootballPass,2-3-HOU 41 (14:13) 12 B. Silvers pass to 22 M. Borghi to HOU 44 for 3 yards (22 M. Elam),,True,3,14,13,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,83,2302002-ORL-at-HOU,853,1753,1753,14:13,3,3,Home,41,0,18,2,,,,1.0,6,21,2.0,3.0,20444,,,StatusOfficial,ResultPassComplete,,,,,3,3.0,Home,34.0,2.0,10.0,1:05, ,21984,20149,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,212,1676776216.0,79816,2023-02-18 22:10:16.000000,EventFootballPass,1-10-HOU 44 (13:30) 12 B. Silvers pass incomplete to 6 T. Harris,,True,3,13,30,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,84,2302002-ORL-at-HOU,810,1710,1710,13:30,3,3,Home,44,0,18,2,,,,1.0,6,21,1.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,Home,34.0,3.0,10.0,1:28, ,21984,20642,21448,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,214,1676776251.0,79851,2023-02-18 22:10:51.000000,EventFootballPass,2-10-HOU 44 (13:00) 12 B. Silvers pass to 80 B. Putman to ORL 49 for 7 yards (44 T. Plummer),,True,3,13,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,85,2302002-ORL-at-HOU,780,1680,1680,13:00,3,3,Home,44,0,18,2,,,,1.0,6,21,2.0,10.0,21244,,,StatusOfficial,ResultPassComplete,,,,,3,7.0,Home,34.0,4.0,17.0,2:10, ,21984,21266,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,216,1676776293.0,79893,2023-02-18 22:11:33.000000,EventFootballPass,3-3-ORL 49 (12:17) 12 B. Silvers pass to 1 D. Burnett to ORL 44 for 5 yards (21 S. Wiggins),,True,3,12,17,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,86,2302002-ORL-at-HOU,737,1637,1637,12:17,3,3,Visitor,49,0,18,2,,,,1.0,6,21,3.0,3.0,21664,,,StatusOfficial,ResultPassComplete,,,,,3,5.0,Home,34.0,5.0,22.0,2:57, ,21984,20229,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,218,1676776331.0,79931,2023-02-18 22:12:11.000000,EventFootballSack,1-10-ORL 44 (11:40) 12 B. Silvers sacked at ORL 49 for -5 yards (56 S. Maponga),,True,3,11,40,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,87,2302002-ORL-at-HOU,700,1600,1600,11:40,3,3,Visitor,44,0,18,2,,,,1.0,6,21,1.0,10.0,,,,StatusOfficial,,,,,,,-5.0,Home,34.0,6.0,17.0,3:37, ,21984,,,,,,,,,20992,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,220,1676776364.0,79964,2023-02-18 22:12:44.000000,EventFootballRush,2-15-ORL 49 (11:06) 34 D. Lee rush to ORL 47 for 2 yards (34 N. Coe),,True,3,11,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,88,2302002-ORL-at-HOU,666,1566,1566,11:06,3,3,Visitor,49,0,18,2,,,,1.0,6,21,2.0,15.0,20308,,,StatusOfficial,,,,,20940,2,2.0,Home,34.0,7.0,19.0,4:05, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,222,1676776399.0,79999,2023-02-18 22:13:19.000000,EventFootballPass,3-13-ORL 47 (10:32) 12 B. Silvers pass intended for 13 J. Kirklin INTERCEPTED by 22 M. Elam returned 0 yards to ORL 37,,True,3,10,32,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,89,2302002-ORL-at-HOU,632,1532,1532,10:32,3,3,Visitor,47,0,18,2,,,,1.0,6,21,3.0,13.0,,,,StatusOfficial,ResultPassInterception,,Visitor,37.0,,2,,Home,34.0,8.0,19.0,4:28,INT,21984,20896,,,,,,,,,,,,,,,,,,,,20444,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,224,1676776639.0,80239,2023-02-18 22:17:19.000000,EventFootballPass,1-10-ORL 37 (10:25) 6 P. Lynch pass to 11 C. Latimer to ORL 43 for 6 yards (23 S. Davis),,True,3,10,25,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,90,2302002-ORL-at-HOU,625,1525,1525,10:25,3,3,Visitor,37,0,19,4,,,,0.0,6,21,1.0,10.0,20368,,,StatusOfficial,ResultPassComplete,,,,,2,6.0,Visitor,37.0,1.0,6.0,0:23, ,22605,20929,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,226,1676776670.0,80270,2023-02-18 22:17:50.000000,EventFootballSack,2-4-ORL 43 (9:54) 6 P. Lynch sacked at ORL 34 for -9 yards (33 T. Harris),,True,3,9,54,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,91,2302002-ORL-at-HOU,594,1494,1494,9:54,3,3,Visitor,43,0,19,4,,,,0.0,6,21,2.0,4.0,,,,StatusOfficial,,,,,,,-9.0,Visitor,37.0,2.0,-3.0,0:53, ,22605,,,,,,,,,22857,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,228,1676776710.0,80310,2023-02-18 22:18:30.000000,EventFootballPass,3-13-ORL 34 (9:15) 6 P. Lynch pass incomplete to 5 S. Guidry,,True,3,9,15,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,92,2302002-ORL-at-HOU,555,1455,1455,9:15,3,3,Visitor,34,0,19,4,,,,0.0,6,21,3.0,13.0,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,Visitor,37.0,3.0,-3.0,1:16, ,22605,20599,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,230,1676776745.0,80345,2023-02-18 22:19:05.000000,EventFootballPunt,4-13-ORL 34 (8:46) 19 J. Townsend punts 47 yards from ORL 34 to HOU 19. 30 W. Likely to HOU 30 for 11 yards (87 L. Carter),,True,3,8,46,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,93,2302002-ORL-at-HOU,526,1426,1426,8:46,3,3,Visitor,34,0,19,4,,,,0.0,6,21,4.0,13.0,87,,,StatusOfficial,ResultKickReturned,,Home,30.0,,,,Visitor,37.0,3.0,-3.0,1:46,PUNT,,,,,,,21895,22601,47.0,,,,,,,,11.0,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,232,1676776795.0,80395,2023-02-18 22:19:55.000000,EventFootballRush,1-10-HOU 30 (8:37) 22 M. Borghi rush to HOU 33 for 3 yards (40 E. Thompson),,True,3,8,37,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,94,2302002-ORL-at-HOU,517,1417,1417,8:37,3,3,Home,30,0,20,2,,,,1.0,6,21,1.0,10.0,21550,,,StatusOfficial,,,,,20149,2,3.0,Home,30.0,1.0,3.0,0:24, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,234,1676776827.0,80427,2023-02-18 22:20:27.000000,EventFootballSack,2-7-HOU 33 (8:05) 12 B. Silvers sacked at HOU 25 for -8 yards (36 J. Jones),,True,3,8,5,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,95,2302002-ORL-at-HOU,485,1385,1385,8:05,3,3,Home,33,0,20,2,,,,1.0,6,21,2.0,7.0,,,,StatusOfficial,,,,,,,-8.0,Home,30.0,2.0,-5.0,0:53, ,21984,,,,,,,,,20841,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,236,1676776871.0,80471,2023-02-18 22:21:11.000000,EventFootballPass,3-15-HOU 25 (7:22) 12 B. Silvers pass incomplete to 1 D. Burnett,,True,3,7,22,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,96,2302002-ORL-at-HOU,442,1342,1342,7:22,3,3,Home,25,0,20,2,,,,1.0,6,21,3.0,15.0,,,,StatusOfficial,ResultPassIncomplete,,,,,6,,Home,30.0,3.0,-5.0,1:30, ,21984,20229,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,238,1676776907.0,80507,2023-02-18 22:21:47.000000,EventFootballPunt,4-15-HOU 25 (6:49) 46 R. Porter punts 40 yards from HOU 25 to ORL 35. 17 E. Rogers to ORL 43 for 8 yards (33 T. Harris),,True,3,6,49,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,97,2302002-ORL-at-HOU,409,1309,1309,6:49,3,3,Home,25,0,20,2,,,,1.0,6,21,4.0,15.0,33,,,StatusOfficial,ResultKickReturned,,Visitor,43.0,,,,Home,30.0,3.0,-5.0,1:57,PUNT,,,,,,,21248,22708,40.0,,,,,,,,8.0,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,240,1676777124.0,80724,2023-02-18 22:25:24.000000,EventFootballPass,1-10-ORL 43 (6:41) 6 P. Lynch pass to 5 S. Guidry to ORL 43 for 0 yards (11 T. Beckett),,True,3,6,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,98,2302002-ORL-at-HOU,401,1301,1301,6:41,3,3,Visitor,43,0,21,4,,,,0.0,6,21,1.0,10.0,20107,,,StatusOfficial,ResultPassComplete,,,,,3,0.0,Visitor,43.0,1.0,,0:17, ,22605,20599,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,242,1676777156.0,80756,2023-02-18 22:25:56.000000,EventFootballPass,2-10-ORL 43 (6:09) 6 P. Lynch pass to 14 C. Rambo to ORL 49 for 6 yards (11 T. Beckett),,True,3,6,9,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,99,2302002-ORL-at-HOU,369,1269,1269,6:09,3,3,Visitor,43,0,21,4,,,,0.0,6,21,2.0,10.0,20107,,,StatusOfficial,ResultPassComplete,,,,,2,6.0,Visitor,43.0,2.0,6.0,0:51, ,22605,22018,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,244,1676777186.0,80786,2023-02-18 22:26:26.000000,EventFootballPass,3-4-ORL 49 (5:39) 6 P. Lynch pass to 87 L. Carter to HOU 49 for 2 yards (29 A. Hendy),,True,3,5,39,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,100,2302002-ORL-at-HOU,339,1239,1239,5:39,3,3,Visitor,49,0,21,4,,,,0.0,6,21,3.0,4.0,20675,,,StatusOfficial,ResultPassComplete,,,,,3,2.0,Visitor,43.0,3.0,8.0,1:21, ,22605,20272,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,246,1676777231.0,80831,2023-02-18 22:27:11.000000,EventFootballPass,4-2-HOU 49 (4:59) 6 P. Lynch pass incomplete to 10 D. Thomas,,True,3,4,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,101,2302002-ORL-at-HOU,299,1199,1199,4:59,3,3,Home,49,0,21,4,,,,0.0,6,21,4.0,2.0,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,Visitor,43.0,4.0,8.0,1:50,DOWNS,22605,21891,20633,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,249,1676777278.0,80878,2023-02-18 22:27:58.000000,EventFootballPass,1-10-HOU 49 (4:52) 12 B. Silvers pass intended for 13 J. Kirklin INTERCEPTED by 38 M. Murphy returned 22 yards to HOU 41,,True,3,4,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,102,2302002-ORL-at-HOU,292,1192,1192,4:52,3,3,Home,49,0,22,2,,,,1.0,6,21,1.0,10.0,,,,StatusOfficial,ResultPassInterception,,Home,41.0,,3,,Home,49.0,1.0,,0:07,INT,21984,20896,,,,,,,,,,,,,,,,,,,,21121,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,251,1676777349.0,80949,2023-02-18 22:29:09.000000,EventFootballPass,1-10-HOU 41 (4:44) 6 P. Lynch pass intended for 87 L. Carter INTERCEPTED by 11 T. Beckett returned 15 yards to HOU 45,,True,3,4,44,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,103,2302002-ORL-at-HOU,284,1184,1184,4:44,3,3,Home,41,0,23,4,,,,0.0,6,21,1.0,10.0,,,,StatusOfficial,ResultPassInterception,,Home,45.0,,3,,Home,41.0,1.0,,0:08,INT,22605,20272,,,,,,,,,,2,21820,15.0,ResultPenaltyOnkickoffpat,NA,,,,,,20107,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,253,1676777430.0,81030,2023-02-18 22:30:30.000000,EventFootballPass,1-10-HOU 45 (4:32) 12 B. Silvers pass to 6 T. Harris to HOU 47 for 2 yards (13 M. Lee),,True,3,4,32,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,104,2302002-ORL-at-HOU,272,1172,1172,4:32,3,3,Home,45,0,24,2,,,,1.0,6,21,1.0,10.0,20942,,,StatusOfficial,ResultPassComplete,,,,,3,2.0,Home,45.0,1.0,2.0,0:18, ,21984,20642,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,255,1676777460.0,81060,2023-02-18 22:31:00.000000,EventFootballPass,2-8-HOU 47 (4:02) 12 B. Silvers pass to 13 J. Kirklin to ORL 49 for 4 yards (13 M. Lee),,True,3,4,2,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,105,2302002-ORL-at-HOU,242,1142,1142,4:02,3,3,Home,47,0,24,2,,,,1.0,6,21,2.0,8.0,20942,,,StatusOfficial,ResultPassComplete,,,,,3,4.0,Home,45.0,2.0,6.0,0:56, ,21984,20896,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,257,1676777493.0,81093,2023-02-18 22:31:33.000000,EventFootballPenalty,"3-4-ORL 49 (3:35) PENALTY on 56 S. Maponga, 5 yards",,True,3,3,35,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,106,2302002-ORL-at-HOU,215,1115,1115,3:35,3,3,Visitor,49,0,24,2,,,,1.0,6,21,3.0,4.0,,,,StatusOfficial,,,,,,,,Home,45.0,2.0,11.0,1:00, ,,,,,,,,,,,,4,20992,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,259,1676777531.0,81131,2023-02-18 22:32:11.000000,EventFootballRush,1-10-ORL 44 (3:23) 34 D. Lee rush to ORL 39 for 5 yards (46 T. Scales),,True,3,3,23,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,107,2302002-ORL-at-HOU,203,1103,1103,3:23,3,3,Visitor,44,0,24,2,,,,1.0,6,21,1.0,10.0,22319,,,StatusOfficial,,,,,20940,1,5.0,Home,45.0,3.0,16.0,1:25, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,261,1676777560.0,81160,2023-02-18 22:32:40.000000,EventFootballRush,2-5-ORL 39 (2:54) 34 D. Lee rush to ORL 37 for 2 yards (46 T. Scales),,True,3,2,54,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,108,2302002-ORL-at-HOU,174,1074,1074,2:54,3,3,Visitor,39,0,24,2,,,,1.0,6,21,2.0,5.0,22319,,,StatusOfficial,,,,,20940,2,2.0,Home,45.0,4.0,18.0,1:53, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,263,1676777601.0,81201,2023-02-18 22:33:21.000000,EventFootballRush,"3-3-ORL 37 (2:12) 22 M. Borghi rush to ORL 38 for -1 yards (20 B. Buchanan, 56 S. Maponga)",,True,3,2,12,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,109,2302002-ORL-at-HOU,132,1032,1032,2:12,3,3,Visitor,37,0,24,2,,,,1.0,6,21,3.0,3.0,20221,,,StatusOfficial,,,,,20149,3,-1.0,Home,45.0,5.0,17.0,2:32, ,,,,,,20992,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,265,1676777640.0,81240,2023-02-18 22:34:00.000000,EventFootballPunt,"4-4-ORL 38 (1:36) 46 R. Porter punts 16 yards from ORL 38 to 17 E. Rogers, Fair Catch at ORL 22",,True,3,1,36,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,110,2302002-ORL-at-HOU,96,996,996,1:36,3,3,Visitor,38,0,24,2,,,,1.0,6,21,4.0,4.0,,,,StatusOfficial,ResultKickFaircatch,,Visitor,22.0,,,,Home,45.0,5.0,17.0,3:08,PUNT,,,,,,,21248,22708,16.0,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,267,1676777698.0,81298,2023-02-18 22:34:58.000000,EventFootballSack,1-10-ORL 22 (1:28) 12 Q. Dormady sacked at ORL 17 for -5 yards (89 T. Ward),,True,3,1,28,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,111,2302002-ORL-at-HOU,88,988,988,1:28,3,3,Visitor,22,0,25,4,,,,0.0,6,21,1.0,10.0,,,,StatusOfficial,,,,,,,-5.0,Visitor,22.0,1.0,-5.0,0:22, ,20407,,,,,,,,,21628,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,269,1676777734.0,81334,2023-02-18 22:35:34.000000,EventFootballPass,"2-15-ORL 17 (0:52) 12 Q. Dormady pass to 80 R. Becker to ORL 22 for 5 yards (52 E. Ellerbee, 15 N. Wieland)",,True,3,0,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,112,2302002-ORL-at-HOU,52,952,952,0:52,3,3,Visitor,17,0,25,4,,,,0.0,6,21,2.0,15.0,21857,,,StatusOfficial,ResultPassComplete,,,,,2,5.0,Visitor,22.0,2.0,,0:59, ,20407,20105,,,,22299,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,272,1676777764.0,81364,2023-02-18 22:36:04.000000,EventFootballPass,3-10-ORL 22 (0:22) 12 Q. Dormady pass to 80 R. Becker to ORL 26 for 4 yards (18 J. Mosley),,True,3,0,22,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,113,2302002-ORL-at-HOU,22,922,922,0:22,3,3,Visitor,22,0,25,4,,,,0.0,6,21,3.0,10.0,21108,,,StatusOfficial,ResultPassComplete,,,,,3,4.0,Visitor,22.0,3.0,4.0,1:36, ,20407,20105,,,,,,,,,,,,,,,,,,,,,,,,,,
