season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,down,ydstogo,FootballYards,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRolePassDefender,MapRoleInterceptor,MapRoleQbHitter,MapRoleTackler2,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,FootballConvAttPts,FootballTimeoutTeamId,MapRoleSacker1,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,228,1680463123.0,55123,2023-04-02 19:18:43.000000,EventFootballPass,3-17-STL 38 (1:07) 10 A. McCarron pass to 84 J. Sutherland to HOU 47 for 15 yards (3 A. Harris),,True,2,1,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,67,2302026-STL-at-HOU,67,67,1867,1:07,5,,,0.0,STL,HOU,0.0,2,3,2,2,Visitor,38,7,62,0,14,9,20633,,,StatusOfficial,ResultPassComplete,,,,,3.0,17.0,15.0,,,,,,Visitor,28.0,5.0,25.0,2:11, ,22026,21501,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,158,1680463167.0,55167,2023-04-02 19:19:27.000000,EventFootballPass,4-2-HOU 47 (0:28) 10 A. McCarron pass incomplete to 88 H. Butler Pass Defended by 29 A. Hendy,,True,2,0,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,68,2302026-STL-at-HOU,28,28,1828,0:28,5,,,0.0,STL,HOU,0.0,2,3,2,2,Home,47,7,47,0,14,9,,,,StatusOfficial,ResultPassIncomplete,,,,,4.0,2.0,,,,,,,Visitor,28.0,6.0,25.0,2:43,DOWNS,22026,22333,20675,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,160,1680463279.0,55279,2023-04-02 19:21:19.000000,EventFootballTimeout,1-10-HOU 47 (0:28) Timeout by St. Louis Battlehawks at 0:28,,True,2,0,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,69,2302026-STL-at-HOU,28,28,1828,0:28,2,,,1.0,HOU,STL,0.0,2,3,3,3,Home,47,8,53,0,14,9,,,,StatusOfficial,,,,,,1.0,10.0,,,,,,,Home,,,,0:00, ,,,,,,,,,,,,,,5,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,162,1680463303.0,55303,2023-04-02 19:21:43.000000,EventFootballPass,1-10-HOU 47 (0:23) 14 C. McDonald pass incomplete to 1 D. Burnett,,True,2,0,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,70,2302026-STL-at-HOU,23,23,1823,0:23,2,,,1.0,HOU,STL,0.0,1,3,3,3,Home,47,8,53,0,14,9,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,,,,,,,Home,47.0,1.0,,0:05, ,21982,20229,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,164,1680463337.0,55337,2023-04-02 19:22:17.000000,EventFootballRush,2-10-HOU 47 (0:16) 14 C. McDonald rush to STL 49 for 4 yards (26 N. Meadors),,True,2,0,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,71,2302026-STL-at-HOU,16,16,1816,0:16,2,,,1.0,HOU,STL,0.0,1,3,3,3,Home,47,8,53,0,14,9,22352,,,StatusOfficial,,,,,21982,2.0,10.0,4.0,,,,,,Home,47.0,2.0,4.0,0:12, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,166,1680463372.0,55372,2023-04-02 19:22:52.000000,EventFootballRush,3-6-STL 49 (0:09) 22 M. Borghi rush to STL 46 for 3 yards (26 N. Meadors),,True,2,0,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,72,2302026-STL-at-HOU,9,9,1809,0:09,2,,,1.0,HOU,STL,0.0,1,3,3,3,Visitor,49,8,49,0,14,9,22352,,,StatusOfficial,,,,,20149,3.0,6.0,3.0,,,,,,Home,47.0,3.0,7.0,0:20, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,168,1680463383.0,55383,2023-04-02 19:23:03.000000,EventFootballTimeout,4-3-STL 46 (0:08) Timeout by Houston Roughnecks at 0:08,,True,2,0,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,73,2302026-STL-at-HOU,8,8,1808,0:08,2,,,1.0,HOU,STL,0.0,1,3,3,3,Visitor,46,8,46,0,14,9,,,,StatusOfficial,,,,,,4.0,3.0,,,,,,,Home,47.0,3.0,7.0,0:20, ,,,,,,,,,,,,,,2,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,170,1680463449.0,55449,2023-04-02 19:24:09.000000,EventFootballPenalty,"4-3-STL 46 (0:08) PENALTY on (HOU) 79 J. Moore, 5 yards",,True,2,0,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,74,2302026-STL-at-HOU,8,8,1808,0:08,2,,,1.0,HOU,STL,0.0,1,2,2,2,Visitor,46,8,46,0,14,9,,,,StatusOfficial,,,,,,4.0,3.0,,,,,,,Home,47.0,3.0,2.0,0:18, ,,,,,,,2,22854,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,172,1680463490.0,55490,2023-04-02 19:24:50.000000,EventFootballPass,4-8-HOU 49 (0:06) 14 C. McDonald pass incomplete to 1 D. Burnett,,True,2,0,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,75,2302026-STL-at-HOU,6,6,1806,0:06,2,,,1.0,HOU,STL,0.0,1,2,2,2,Home,49,8,51,0,14,9,,,,StatusOfficial,ResultPassIncomplete,,,,,4.0,8.0,,,,,,,Home,47.0,4.0,2.0,0:22,DOWNS,21982,20229,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,175,1680463547.0,55547,2023-04-02 19:25:47.000000,EventFootballPass,1-10-HOU 49 (0:05) 10 A. McCarron pass to 88 H. Butler to HOU 41 for 8 yards (4 W. Likely),,True,2,0,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,76,2302026-STL-at-HOU,5,5,1805,0:05,5,,,0.0,STL,HOU,0.0,1,2,1,1,Home,49,9,49,0,14,9,22601,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,8.0,,,,,,Home,49.0,1.0,8.0,0:06, ,22026,22333,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,177,1680463603.0,55603,2023-04-02 19:26:43.000000,EventFootballTimeout,2-2-HOU 41 (0:01) Timeout by St. Louis Battlehawks at 0:01,,True,2,0,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,77,2302026-STL-at-HOU,1,1,1801,0:01,5,,,0.0,STL,HOU,0.0,1,2,1,1,Home,41,9,41,0,14,9,,,,StatusOfficial,,,,,,2.0,2.0,,,,,,,Home,49.0,1.0,8.0,0:05, ,,,,,,,,,,,,,,5,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,180,1680463611.0,55611,2023-04-02 19:26:51.000000,EventFootballFg,2-2-HOU 41 (0:01) 2 D. Hageman 59 yard field goal is GOOD,,True,2,0,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,78,2302026-STL-at-HOU,1,1,1801,0:01,5,,,0.0,STL,HOU,0.0,0,2,0,0,Home,41,9,41,0,14,9,,20241,,StatusOfficial,ResultKickMade,,,,,2.0,2.0,59.0,,,,,,Home,49.0,2.0,8.0,0:05,FG,,,,,,,,,,,,ScoreTypeFg,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,181,1680463646.7296965,,2023-04-02 19:27:26.729697,EventPeriodEnd,Halftime Marker,,True,2,0,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,10010,2302026-STL-at-HOU,0,0,1800,0:00,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,30,10,30,0,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,184,1680464505.0,56505,2023-04-02 19:41:45.000000,EventFootballKickoff,FROM STL 30 (15:00) 2 D. Hageman kicks from STL 30. 20 D. Lee to HOU 33 for 28 yards (53 C. Wells),,True,3,15,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,79,2302026-STL-at-HOU,900,1800,1800,15:00,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,30,11,30,0,17,9,21833,22008,20940,StatusOfficial,ResultKickReturned,28.0,Home,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,186,1680464564.0,56564,2023-04-02 19:42:44.000000,EventFootballRush,"1-10-HOU 33 (14:48) 22 M. Borghi rush to HOU 39 for 6 yards (25 L. Denis, 39 C. Cooper)",,True,3,14,48,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,80,2302026-STL-at-HOU,888,1788,1788,14:48,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,33,11,67,0,17,9,20385,,,StatusOfficial,,,,,20149,1.0,10.0,6.0,,,,,,Home,33.0,1.0,6.0,0:23, ,,,,,,22336,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,188,1680464594.0,56594,2023-04-02 19:43:14.000000,EventFootballPass,2-4-HOU 39 (14:18) 14 C. McDonald pass to 2 C. Byrd to HOU 44 for 5 yards (51 W. Harvey),,True,3,14,18,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,81,2302026-STL-at-HOU,858,1758,1758,14:18,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,39,11,61,0,17,9,20647,,,StatusOfficial,ResultPassComplete,,,,,2.0,4.0,5.0,,,,,,Home,33.0,2.0,11.0,0:56, ,21982,20241,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,190,1680464630.0,56630,2023-04-02 19:43:50.000000,EventFootballPass,1-10-HOU 44 (13:48) 14 C. McDonald pass incomplete to 80 B. Putman Pass Defended by 51 W. Harvey,,True,3,13,48,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,82,2302026-STL-at-HOU,828,1728,1728,13:48,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,44,11,56,0,17,9,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,,,,,,,Home,33.0,3.0,11.0,1:12, ,21982,21266,20647,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,192,1680464683.0,56683,2023-04-02 19:44:43.000000,EventFootballPass,2-10-HOU 44 (13:25) 14 C. McDonald pass to 6 T. Harris to STL 45 for 11 yards (51 W. Harvey),,True,3,13,25,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,83,2302026-STL-at-HOU,805,1705,1705,13:25,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,44,11,56,0,17,9,20647,,,StatusOfficial,ResultPassComplete,,,,,2.0,10.0,11.0,,,,,,Home,33.0,4.0,22.0,1:46, ,21982,20642,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,195,1680464716.0,56716,2023-04-02 19:45:16.000000,EventFootballRush,1-10-STL 45 (12:52) 26 B. Alleyne rush to STL 37 for 8 yards (39 C. Cooper),,True,3,12,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,84,2302026-STL-at-HOU,772,1672,1672,12:52,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,45,11,45,0,17,9,22336,,,StatusOfficial,,,,,20033,1.0,10.0,8.0,,,,,,Home,33.0,5.0,30.0,2:33, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,197,1680464757.0,56757,2023-04-02 19:45:57.000000,EventFootballPass,"2-2-STL 37 (12:11) 14 C. McDonald pass to 2 C. Byrd to STL 40 for -3 yards (24 L. Hill, 26 N. Meadors)",,True,3,12,11,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,85,2302026-STL-at-HOU,731,1631,1631,12:11,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,37,11,37,0,17,9,22870,,,StatusOfficial,ResultPassComplete,,,,,2.0,2.0,-3.0,,,,,,Home,33.0,6.0,27.0,3:10, ,21982,20241,,,,22352,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,199,1680464789.0,56789,2023-04-02 19:46:29.000000,EventFootballRush,"3-5-STL 40 (11:39) 22 M. Borghi rush to STL 43 for -3 yards (56 T. Feeney, 27 M. Rose)",,True,3,11,39,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,86,2302026-STL-at-HOU,699,1599,1599,11:39,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,40,11,40,0,17,9,22503,,,StatusOfficial,,,,,20149,3.0,5.0,-3.0,,,,,,Home,33.0,7.0,24.0,3:41, ,,,,,,21340,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,201,1680464831.0,56831,2023-04-02 19:47:11.000000,EventFootballPunt,"4-8-STL 43 (11:03) 46 R. Porter punts 27 yards from STL 43 to 13 A. Proehl, Fair Catch at STL 16",,True,3,11,3,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,87,2302026-STL-at-HOU,663,1563,1563,11:03,2,,,1.0,HOU,STL,0.0,3,3,3,3,Visitor,43,11,43,0,17,9,,,,StatusOfficial,ResultKickFaircatch,,Visitor,16.0,,4.0,8.0,,,,,,,Home,33.0,7.0,24.0,3:57,PUNT,,,,,,,,,,,,,,,,21248,21263,27.0,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,203,1680464880.0,56880,2023-04-02 19:48:00.000000,EventFootballPass,1-10-STL 16 (10:55) 10 A. McCarron pass to 88 H. Butler to STL 20 for 4 yards (3 A. Harris),,True,3,10,55,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,88,2302026-STL-at-HOU,655,1555,1555,10:55,5,,,0.0,STL,HOU,0.0,3,3,3,3,Visitor,16,12,84,0,17,9,20633,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,4.0,,,,,,Visitor,16.0,1.0,4.0,0:43, ,22026,22333,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,205,1680464916.0,56916,2023-04-02 19:48:36.000000,EventFootballRush,2-6-STL 20 (10:19) 23 B. Hill rush to STL 22 for 2 yards (33 T. Harris),,True,3,10,19,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,89,2302026-STL-at-HOU,619,1519,1519,10:19,5,,,0.0,STL,HOU,0.0,3,3,3,3,Visitor,20,12,80,0,17,9,22857,,,StatusOfficial,,,,,20688,2.0,6.0,2.0,,,,,,Visitor,16.0,2.0,6.0,0:56, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,207,1680464954.0,56954,2023-04-02 19:49:14.000000,EventFootballPass,3-4-STL 22 (9:44) 10 A. McCarron pass incomplete to 22 S. Mitchell,,True,3,9,44,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,90,2302026-STL-at-HOU,584,1484,1484,9:44,5,,,0.0,STL,HOU,0.0,3,3,3,3,Visitor,22,12,78,0,17,9,,,,StatusOfficial,ResultPassIncomplete,,,,,3.0,4.0,,,,,,,Visitor,16.0,3.0,6.0,1:24, ,22026,21081,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,209,1680464998.0,56998,2023-04-02 19:49:58.000000,EventFootballPunt,4-4-STL 22 (9:09) 16 S. Hofrichter punts 48 yards from STL 22 to HOU 30. 4 W. Likely to HOU 32 for 2 yards (12 G. Jennings),,True,3,9,9,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,91,2302026-STL-at-HOU,549,1449,1449,9:09,5,,,0.0,STL,HOU,0.0,3,3,3,3,Visitor,22,12,78,0,17,9,22038,,,StatusOfficial,ResultKickReturned,,Home,32.0,,4.0,4.0,,,,,,,Visitor,16.0,3.0,6.0,1:54,PUNT,,,,,,,,,,,,,,,,20704,22601,48.0,2.0,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,256,1680465223.0,57223,2023-04-02 19:53:43.000000,EventFootballRush,1-10-HOU 32 (9:01) 26 B. Alleyne rush to HOU 34 for 2 yards (56 T. Feeney),,True,3,9,1,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,92,2302026-STL-at-HOU,541,1441,1441,9:01,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,32,13,68,0,17,9,22503,,,StatusOfficial,,,,,20033,1.0,10.0,2.0,,,,,,Home,32.0,1.0,2.0,0:14, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,213,1680465253.0,57253,2023-04-02 19:54:13.000000,EventFootballPass,2-8-HOU 34 (8:36) 14 C. McDonald pass incomplete to 83 M. Bandy QB Hit by 37 E. Hansen,,True,3,8,36,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,93,2302026-STL-at-HOU,516,1416,1416,8:36,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,34,13,66,0,17,9,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,8.0,,,,,,,Home,32.0,2.0,2.0,0:39, ,21982,22900,,,20622,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,217,1680465291.0,57291,2023-04-02 19:54:51.000000,EventFootballRush,3-8-HOU 34 (8:02) 14 C. McDonald rush to HOU 44 for 10 yards,,True,3,8,2,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,94,2302026-STL-at-HOU,482,1382,1382,8:02,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,34,13,66,0,17,9,,,,StatusOfficial,,,,,21982,3.0,8.0,10.0,,,,,,Home,32.0,3.0,12.0,1:25, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,219,1680465327.0,57327,2023-04-02 19:55:27.000000,EventFootballPass,1-10-HOU 44 (7:32) 14 C. McDonald pass incomplete to 1 D. Burnett,,True,3,7,32,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,95,2302026-STL-at-HOU,452,1352,1352,7:32,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,44,13,56,0,17,9,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,,,,,,,Home,32.0,4.0,12.0,1:37, ,21982,20229,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,221,1680465363.0,57363,2023-04-02 19:56:03.000000,EventFootballPass,2-10-HOU 44 (7:02) 14 C. McDonald pass incomplete to 6 T. Harris,,True,3,7,2,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,96,2302026-STL-at-HOU,422,1322,1322,7:02,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,44,13,56,0,17,9,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,10.0,,,,,,,Home,32.0,5.0,12.0,2:11, ,21982,20642,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,223,1680465404.0,57404,2023-04-02 19:56:44.000000,EventFootballSack,3-10-HOU 44 (6:27) 14 C. McDonald sacked at HOU 37 for -7 yards (98 F. Akinmoladun),,True,3,6,27,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,97,2302026-STL-at-HOU,387,1287,1287,6:27,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,44,13,56,0,17,9,,,,StatusOfficial,,,,,,3.0,10.0,-7.0,,,,,,Home,32.0,6.0,5.0,2:42, ,21982,,,,,,,,,,,,,,22386,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,282,1680465453.0,57453,2023-04-02 19:57:33.000000,EventFootballPunt,4-17-HOU 37 (6:16) 46 R. Porter punts 41 yards from HOU 37 to STL 22. 13 A. Proehl to STL 30 for 8 yards (45 J. Daka),,True,3,6,16,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,98,2302026-STL-at-HOU,376,1276,1276,6:16,2,,,1.0,HOU,STL,0.0,3,3,3,3,Home,37,13,63,0,17,9,20350,,,StatusOfficial,ResultKickReturned,,Visitor,30.0,,4.0,17.0,,,,,,,Home,32.0,6.0,5.0,2:53,PUNT,,,,,,,,,,,,,,,,21248,21263,41.0,8.0,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,230,1680465704.0,57704,2023-04-02 20:01:44.000000,EventFootballRush,1-10-STL 30 (5:52) 10 A. McCarron rush to STL 38 for 8 yards (18 J. Mosley),,True,3,5,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,99,2302026-STL-at-HOU,352,1252,1252,5:52,5,,,0.0,STL,HOU,0.0,3,3,3,3,Visitor,30,14,70,0,17,9,21108,,,StatusOfficial,,,,,22026,1.0,10.0,8.0,,,,,,Visitor,30.0,1.0,8.0,0:21, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,STL,5,HOU,2,outdoors,284,1680465800.0,57800,2023-04-02 20:03:20.000000,EventFootballRush,2-2-STL 38 (5:16) 23 B. Hill rush to STL 46 for 8 yards (99 T. Mason),,True,3,5,16,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_2_STL@HOU,,QBStat,100,2302026-STL-at-HOU,316,1216,1216,5:16,5,,,0.0,STL,HOU,0.0,3,3,3,3,Visitor,38,14,62,0,17,9,21004,,,StatusOfficial,,,,,20688,2.0,2.0,8.0,,,,,,Visitor,30.0,2.0,16.0,0:58, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
