season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRolePasser,MapRoleReceiver,MapRoleTackler1,MapRoleTackler2,down,ydstogo,FootballStatus,FootballPlayResult,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleRusher,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePassDefender,FootballMainScoringPlay,FootballConvAttPts,MapRoleSacker1,FootballTimeoutTeamId,MapRoleKicker,MapRoleKickreturner,FootballKickRetYards,MapRoleSacker2,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,MapRoleInterceptor,FootballZone,MapRoleQbHitter,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,145,1681085180.0,72380,2023-04-10 00:06:20.000000,EventFootballPenalty,"3-14-SEA 45 (2:58) PENALTY on (SEA) 5 C. Payton-Jones, 27 yards",,True,2,2,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,66,2302032-DC-at-SEA,178,178,1978,2:58,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,45,9,45.0,0,8,6,,,,,3.0,14.0,StatusOfficial,,,Visitor,40.0,4.0,42.0,2:30, ,,6,20836,27.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,147,1681085225.0,72425,2023-04-10 00:07:05.000000,EventFootballRush,1-10-SEA 18 (2:46) 23 R. Armstead rush to SEA 14 for 4 yards (52 A. Jackson),,True,2,2,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,67,2302032-DC-at-SEA,166,166,1966,2:46,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,18,9,18.0,0,8,6,,,20760,,1.0,10.0,StatusOfficial,,4.0,Visitor,40.0,5.0,46.0,2:48, ,20053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,457,1681085264.0,72464,2023-04-10 00:07:44.000000,EventFootballPass,2-6-SEA 14 (2:08) 10 J. Ta'amu pass dropped by 88 B. Moore-Mckinney,,True,2,2,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,68,2302032-DC-at-SEA,128,128,1928,2:08,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,14,9,14.0,0,8,6,22296,21983,,,2.0,6.0,StatusOfficial,ResultPassDropped,,Visitor,40.0,6.0,46.0,3:23, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,458,1681085512.0,72712,2023-04-10 00:11:52.000000,EventFootballPenalty,"3-6-SEA 14 (1:56) PENALTY on (SEA) 58 A. Faoliu, 7 yards",,True,2,1,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,69,2302032-DC-at-SEA,116,116,1916,1:56,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,14,9,14.0,0,8,6,,,,,3.0,6.0,StatusOfficial,,,Visitor,40.0,6.0,53.0,3:27, ,,6,20466,7.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,459,1681085561.0,72761,2023-04-10 00:12:41.000000,EventFootballRush,"1-7-SEA 7 (1:51) 4 A. Smith rush to SEA 11 for -4 yards (53 T. Adams, 51 T. Skipper)",,True,2,1,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,70,2302032-DC-at-SEA,111,111,1911,1:51,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,7,9,7.0,0,8,6,,,22899,21422,1.0,7.0,StatusOfficial,,-4.0,Visitor,40.0,7.0,49.0,3:46, ,21427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,460,1681085591.0,72791,2023-04-10 00:13:11.000000,EventFootballTimeout,2-11-SEA 11 (1:35) Timeout by D.C. Defenders at 1:35,,True,2,1,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,71,2302032-DC-at-SEA,95,95,1895,1:35,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,11,9,11.0,0,8,6,,,,,2.0,11.0,StatusOfficial,,,Visitor,40.0,7.0,49.0,3:48, ,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,158,1681085665.0,72865,2023-04-10 00:14:25.000000,EventFootballPass,2-11-SEA 11 (1:30) 10 J. Ta'amu pass incomplete to 1 C. Blair Pass Defended by 1 B. Thompson,,True,2,1,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,72,2302032-DC-at-SEA,90,90,1890,1:30,8,,,0.0,DC,SEA,0.0,2,2,2.0,2.0,Home,11,9,11.0,0,8,6,22296,20133,,,2.0,11.0,StatusOfficial,ResultPassIncomplete,,Visitor,40.0,8.0,49.0,3:53, ,,,,,,,,,,,,,22377,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,160,1681085705.0,72905,2023-04-10 00:15:05.000000,EventFootballTimeout,3-11-SEA 11 (1:30) Timeout by D.C. Defenders at 1:30,,True,2,1,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,73,2302032-DC-at-SEA,90,90,1890,1:30,8,,,0.0,DC,SEA,0.0,2,2,2.0,2.0,Home,11,9,11.0,0,8,6,,,,,3.0,11.0,StatusOfficial,,,Visitor,40.0,8.0,49.0,3:53, ,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,162,1681085773.0,72973,2023-04-10 00:16:13.000000,EventFootballPass,"3-11-SEA 11 (1:24) 10 J. Ta'amu pass to 23 R. Armstead for 11 yards, TOUCHDOWN",,True,2,1,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,74,2302032-DC-at-SEA,84,84,1884,1:24,8,,,0.0,DC,SEA,0.0,1,2,1.0,1.0,Home,11,9,11.0,0,8,6,22296,20053,,,3.0,11.0,StatusOfficial,ResultPassComplete,11.0,Visitor,40.0,9.0,60.0,3:59,TD,,,,,,,,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,164,1681085800.0,73000,2023-04-10 00:16:40.000000,EventFootballPat2PtRush,FROM SEA 5 (1:24) 11 L. Jackson 2-pt conversion rush attempt GOOD,,True,2,1,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,75,2302032-DC-at-SEA,84,84,1884,1:24,8,,,0.0,DC,SEA,0.0,1,2,1.0,1.0,Home,5,9,5.0,0,14,6,,,,,,,StatusOfficial,,5.0,,,,,,,20766,,,,,,,,,,,,,ScoreTypeConv,2.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,166,1681085906.0,73106,2023-04-10 00:18:26.000000,EventFootballKickoff,FROM DC 30 (1:24) 34 M. McCrane kicks from DC 30. 86 K. McKnight to SEA 31 for 26 yards (18 A. Ellis),,True,2,1,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,76,2302032-DC-at-SEA,84,84,1884,1:24,6,,,1.0,SEA,DC,0.0,1,2,2.0,2.0,Visitor,30,10,30.0,0,16,6,,,20448,,,,StatusOfficial,ResultKickReturned,,,,,,,,,,,,,,,,,,Home,31.0,,,,,,21028,21875,26.0,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,168,1681085952.0,73152,2023-04-10 00:19:12.000000,EventFootballPass,1-10-SEA 31 (1:13) 6 B. DiNucci pass to 80 B. Jackson to SEA 41 for 10 yards (29 K. Brice),,True,2,1,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,77,2302032-DC-at-SEA,73,73,1873,1:13,6,,,1.0,SEA,DC,0.0,1,2,2.0,2.0,Home,31,10,69.0,0,16,6,21979,20761,20180,,1.0,10.0,StatusOfficial,ResultPassComplete,10.0,Home,31.0,1.0,10.0,0:12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,170,1681085989.0,73189,2023-04-10 00:19:49.000000,EventFootballPass,1-10-SEA 41 (1:06) 6 B. DiNucci pass dropped by 15 D. Willis,,True,2,1,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,78,2302032-DC-at-SEA,66,66,1866,1:06,6,,,1.0,SEA,DC,0.0,1,2,2.0,2.0,Home,41,10,59.0,0,16,6,21979,21695,,,1.0,10.0,StatusOfficial,ResultPassDropped,,Home,31.0,2.0,10.0,0:18, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,172,1681086028.0,73228,2023-04-10 00:20:28.000000,EventFootballPass,2-10-SEA 41 (1:01) 6 B. DiNucci pass dropped by 3 J. Pearson,,True,2,1,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,79,2302032-DC-at-SEA,61,61,1861,1:01,6,,,1.0,SEA,DC,0.0,1,2,2.0,2.0,Home,41,10,59.0,0,16,6,21979,21203,,,2.0,10.0,StatusOfficial,ResultPassDropped,,Home,31.0,3.0,10.0,0:23, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,174,1681086059.0,73259,2023-04-10 00:20:59.000000,EventFootballRush,3-10-SEA 41 (0:58) 30 P. Lindsay rush to SEA 41 for 0 yards (27 F. Gardner),,True,2,0,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,80,2302032-DC-at-SEA,58,58,1858,0:58,6,,,1.0,SEA,DC,0.0,1,2,2.0,2.0,Home,41,10,59.0,0,16,6,,,21935,,3.0,10.0,StatusOfficial,,0.0,Home,31.0,4.0,10.0,0:32, ,22901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,176,1681086081.0,73281,2023-04-10 00:21:21.000000,EventFootballTimeout,4-10-SEA 41 (0:52) Timeout by D.C. Defenders at 0:52,,True,2,0,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,81,2302032-DC-at-SEA,52,52,1852,0:52,6,,,1.0,SEA,DC,0.0,1,2,2.0,2.0,Home,41,10,59.0,0,16,6,,,,,4.0,10.0,StatusOfficial,,,Home,31.0,4.0,10.0,0:32, ,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,178,1681086130.0,73330,2023-04-10 00:22:10.000000,EventFootballPenalty,"4-10-SEA 41 (0:55) PENALTY on (DC) 21 M. Nicholson, 5 yards",,True,2,0,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,82,2302032-DC-at-SEA,55,55,1855,0:55,6,,,1.0,SEA,DC,0.0,0,2,2.0,2.0,Home,41,10,59.0,0,16,6,,,,,4.0,10.0,StatusOfficial,,,Home,31.0,4.0,15.0,0:29, ,,8,22892,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,181,1681086181.0,73381,2023-04-10 00:23:01.000000,EventFootballPunt,"4-5-SEA 46 (0:47) 10 C. Nizialek punts 36 yards from SEA 46 to 13 P. Williams, Fair Catch at DC 18",,True,2,0,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,83,2302032-DC-at-SEA,47,47,1847,0:47,6,,,1.0,SEA,DC,0.0,0,2,2.0,2.0,Home,46,10,54.0,0,16,6,,,,,4.0,5.0,StatusOfficial,ResultKickFaircatch,,Home,31.0,4.0,15.0,0:37,PUNT,,,,,,,21997,21685,36.0,,Visitor,18.0,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,572,1681086233.0,73433,2023-04-10 00:23:53.000000,EventFootballRush,"1-10-DC 18 (0:39) 23 R. Armstead rush to DC 22 for 4 yards (32 Q. Cole, 53 T. Adams)",,True,2,0,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,84,2302032-DC-at-SEA,39,39,1839,0:39,8,,,0.0,DC,SEA,0.0,0,2,0.0,0.0,Visitor,18,11,82.0,0,16,6,,,20311,22899,1.0,10.0,StatusOfficial,,4.0,Visitor,18.0,1.0,4.0,0:25, ,20053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,186,1681086262.0,73462,2023-04-10 00:24:22.000000,EventFootballRush,2-6-DC 22 (0:10) 10 J. Ta'amu rush to DC 21 for -1 yards,,True,2,0,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,85,2302032-DC-at-SEA,10,10,1810,0:10,8,,,0.0,DC,SEA,0.0,0,2,0.0,0.0,Visitor,22,11,78.0,0,16,6,,,,,2.0,6.0,StatusOfficial,,-1.0,Visitor,18.0,2.0,3.0,0:47,HALF,22296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,187,1681086293.6279857,,2023-04-10 00:24:53.627986,EventPeriodEnd,Halftime Marker,,True,2,0,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,10010,2302032-DC-at-SEA,0,0,1800,0:00,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,21,11,79.0,0,16,6,,,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,189,1681086983.0,74183,2023-04-10 00:36:23.000000,EventFootballKickoff,FROM DC 30 (14:59) 34 M. McCrane kicks from DC 30. 86 K. McKnight to SEA 31 for 23 yards (92 M. Fisher),,True,3,14,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,86,2302032-DC-at-SEA,899,1799,1799,14:59,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,30,12,30.0,0,16,6,,,20480,,,,StatusOfficial,ResultKickReturned,,,,,,,,,,,,,,,,,,Home,31.0,,,,,,21028,21875,23.0,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,574,1681087029.0,74229,2023-04-10 00:37:09.000000,EventFootballPass,"1-10-SEA 31 (14:50) 6 B. DiNucci pass to 3 J. Pearson to SEA 34 for 3 yards (15 M. Joseph, 26 D. Neal)",,True,3,14,50,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,87,2302032-DC-at-SEA,890,1790,1790,14:50,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Home,31,12,69.0,0,16,6,21979,21203,22862,21133,1.0,10.0,StatusOfficial,ResultPassComplete,3.0,Home,31.0,1.0,3.0,0:26, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,193,1681087069.0,74269,2023-04-10 00:37:49.000000,EventFootballPass,2-7-SEA 34 (14:10) 6 B. DiNucci pass to 30 P. Lindsay to SEA 32 for -2 yards (39 S. Ramirez),,True,3,14,10,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,88,2302032-DC-at-SEA,850,1750,1750,14:10,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Home,34,12,66.0,0,16,6,21979,22901,21278,,2.0,7.0,StatusOfficial,ResultPassComplete,-2.0,Home,31.0,2.0,1.0,1:02, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,195,1681087113.0,74313,2023-04-10 00:38:33.000000,EventFootballPass,3-9-SEA 32 (13:27) 6 B. DiNucci pass incomplete to 4 J. Green,,True,3,13,27,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,89,2302032-DC-at-SEA,807,1707,1707,13:27,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Home,32,12,68.0,0,16,6,21979,22035,,,3.0,9.0,StatusOfficial,ResultPassIncomplete,,Home,31.0,3.0,1.0,1:33, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,197,1681087154.0,74354,2023-04-10 00:39:14.000000,EventFootballPunt,4-9-SEA 32 (13:00) 10 C. Nizialek punts 44 yards from SEA 32 to DC 24. 13 P. Williams to DC 29 for 5 yards (51 T. Skipper),,True,3,13,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,90,2302032-DC-at-SEA,780,1680,1680,13:00,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Home,32,12,68.0,0,16,6,,,21422,,4.0,9.0,StatusOfficial,ResultKickReturned,,Home,31.0,3.0,1.0,2:00,PUNT,,,,,,,21997,21685,44.0,5.0,Visitor,29.0,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,199,1681087198.0,74398,2023-04-10 00:39:58.000000,EventFootballPass,1-10-DC 29 (12:51) 10 J. Ta'amu pass to 1 C. Blair to DC 33 for 4 yards (8 T. Walker),,True,3,12,51,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,91,2302032-DC-at-SEA,771,1671,1671,12:51,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,29,13,71.0,0,16,6,22296,20133,21620,,1.0,10.0,StatusOfficial,ResultPassComplete,4.0,Visitor,29.0,1.0,4.0,0:20, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,201,1681087231.0,74431,2023-04-10 00:40:31.000000,EventFootballPass,2-6-DC 33 (12:18) 10 J. Ta'amu pass to 10 J. Ta'amu to DC 31 for -2 yards (32 Q. Cole),,True,3,12,18,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,92,2302032-DC-at-SEA,738,1638,1638,12:18,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,33,13,67.0,0,16,6,22296,22296,20311,,2.0,6.0,StatusOfficial,ResultPassComplete,-2.0,Visitor,29.0,2.0,2.0,1:04, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,204,1681087286.0,74486,2023-04-10 00:41:26.000000,EventFootballPenalty,"3-8-DC 31 (11:34) PENALTY on (SEA) 21 L. Stephens, 40 yards",,True,3,11,34,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,93,2302032-DC-at-SEA,694,1594,1594,11:34,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,31,13,69.0,0,16,6,,,,,3.0,8.0,StatusOfficial,,,Visitor,29.0,2.0,42.0,1:24, ,,6,21963,40.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,206,1681087368.0,74568,2023-04-10 00:42:48.000000,EventFootballRush,"1-10-SEA 29 (11:16) 4 A. Smith rush to SEA 29 for 0 yards (52 A. Jackson, 97 N. Lalos)",,True,3,11,16,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,94,2302032-DC-at-SEA,676,1576,1576,11:16,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Home,29,13,29.0,0,16,6,,,20760,20918,1.0,10.0,StatusOfficial,,0.0,Visitor,29.0,3.0,42.0,1:42, ,21427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,208,1681087415.0,74615,2023-04-10 00:43:35.000000,EventFootballPenalty,"2-10-SEA 29 (10:57) PENALTY on (DC) 82 E. Wolf, 5 yards",,True,3,10,57,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,95,2302032-DC-at-SEA,657,1557,1557,10:57,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Home,29,13,29.0,0,16,6,,,,,2.0,10.0,StatusOfficial,,,Visitor,29.0,3.0,37.0,1:59, ,,8,21711,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,210,1681087461.0,74661,2023-04-10 00:44:21.000000,EventFootballPass,2-15-SEA 34 (10:30) 10 J. Ta'amu pass to 4 A. Smith to SEA 16 for 18 yards (53 T. Adams),,True,3,10,30,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,96,2302032-DC-at-SEA,630,1530,1530,10:30,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Home,34,13,34.0,0,16,6,22296,21427,22899,,2.0,15.0,StatusOfficial,ResultPassComplete,18.0,Visitor,29.0,4.0,55.0,2:46, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,212,1681087498.0,74698,2023-04-10 00:44:58.000000,EventFootballRush,1-10-SEA 16 (9:53) 4 A. Smith rush to SEA 9 for 7 yards (32 Q. Cole),,True,3,9,53,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,97,2302032-DC-at-SEA,593,1493,1493,9:53,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Home,16,13,16.0,0,16,6,,,20311,,1.0,10.0,StatusOfficial,,7.0,Visitor,29.0,5.0,62.0,3:09, ,21427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,217,1681087537.0,74737,2023-04-10 00:45:37.000000,EventFootballRush,"2-3-SEA 9 (9:14) 10 J. Ta'amu rush to SEA 14 for -5 yards Fumbled by 10 J. Ta'amu,  Recovered by 10 J. Ta'amu (2 A. Brooks)",,True,3,9,14,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,98,2302032-DC-at-SEA,554,1454,1454,9:14,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Home,9,13,9.0,0,16,6,,,21919,,2.0,3.0,StatusOfficial,,-5.0,Visitor,29.0,6.0,57.0,4:18, ,22296,,,,,,,,,,Home,14.0,,,,,,,,,,8,22296,8,22296,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
