season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,down,ydstogo,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleQbHitter,MapRoleRusher,MapRoleSacker1,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballMainScoringPlay,FootballConvAttPts,MapRolePassDefender,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleInterceptor,FootballZone,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,490,1684024445.0,74045,2023-05-13 20:34:05.000000,EventFootballRush,"2-2-ARL 2 (0:32) 4 A. Smith rush for 2 yards, TOUCHDOWN",,True,2,0,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,67,2303003-Champ,32,32,1832,0:32,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,2,6,2.0,0,17,0,2.0,2.0,,,,StatusOfficial,,,,,,,,2.0,Visitor,45.0,10.0,45.0,4:22,TD,,21427,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,491,1684024462.0,74062,2023-05-13 20:34:22.000000,EventFootballPat2PtRush,FROM ARL 5 (0:32) 13 P. Williams 2-pt conversion rush attempt NO GOOD,,True,2,0,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,68,2303003-Champ,32,32,1832,0:32,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,5,6,5.0,0,17,6,,,,,,StatusOfficial,,,,,,,,3.0,,,,,,,,21685,,,,,,,,2.0,,,,,,,,,,,,,13,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,492,1684024567.0,74167,2023-05-13 20:36:07.000000,EventFootballKickoff,FROM DC 30 (0:32) 34 M. McCrane kicks the kickoff out of bounds,,True,2,0,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,69,2303003-Champ,32,32,1832,0:32,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,30,7,30.0,0,17,6,,,,21028,,StatusOfficial,ResultKickOutofbounds,,Home,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,493,1684024632.0,74232,2023-05-13 20:37:12.000000,EventFootballPenalty,"1-10-DC 45 (0:32) PENALTY on (ARL) 77 G. Moore, 5 yards",,True,2,0,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,70,2303003-Champ,32,32,1832,0:32,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,45,7,45.0,0,17,6,1.0,10.0,,,,StatusOfficial,,,,,,,,,Home,45.0,,-5.0,0:00, ,,,,,,,,,,,,,,,,,1,21094,5.0,ResultPenaltyRepeatdown,NA,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,494,1684024661.0,74261,2023-05-13 20:37:41.000000,EventFootballPass,1-15-Midfield (0:28) 12 L. Perez pass to 85 T. Vaughns to DC 33 for 17 yards (26 D. Neal),,True,2,0,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,71,2303003-Champ,28,28,1828,0:28,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,50,7,50.0,0,17,6,1.0,15.0,21133,,,StatusOfficial,ResultPassComplete,,,,21207,22363,,17.0,Home,45.0,1.0,12.0,0:10, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,495,1684024695.0,74295,2023-05-13 20:38:15.000000,EventFootballPass,1-10-DC 33 (0:06) 12 L. Perez pass incomplete,,True,2,0,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,72,2303003-Champ,6,6,1806,0:06,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,33,7,33.0,0,17,6,1.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,21207,,,,Home,45.0,2.0,12.0,0:26, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,496,1684024734.0,74334,2023-05-13 20:38:54.000000,EventFootballTimeout,2-10-DC 33 (0:06) Timeout by Arlington Renegades at 0:06,,True,2,0,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,73,2303003-Champ,6,6,1806,0:06,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,33,7,33.0,0,17,6,2.0,10.0,,,,StatusOfficial,,,,,,,,,Home,45.0,2.0,12.0,0:26, ,,,,,,,,,,,,,,,,1,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,497,1684024783.0,74383,2023-05-13 20:39:43.000000,EventFootballFg,2-10-DC 33 (0:02) 1 T. Russolino 51 yard field goal is GOOD,,True,2,0,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,74,2303003-Champ,2,2,1802,0:02,1,,,0.0,ARL,DC,0.0,0,3,0.0,0.0,Home,33,7,33.0,0,17,6,2.0,10.0,,21359,,StatusOfficial,ResultKickMade,,,,,,,51.0,Home,45.0,3.0,12.0,0:30,FG,,,,,,,,,ScoreTypeFg,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,498,1684024862.0,74462,2023-05-13 20:41:02.000000,EventFootballKickoff,"FROM ARL 30 (0:02) 1 T. Russolino kicks from ARL 30. 13 P. Williams to DC 27 for 24 yards (40 R. Mueller, 81 N. Becker)",,True,2,0,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,75,2303003-Champ,2,2,1802,0:02,8,,,1.0,DC,ARL,0.0,0,3,3.0,3.0,Visitor,30,8,30.0,0,20,6,,,21116,21359,21685,StatusOfficial,ResultKickReturned,24.0,Home,27.0,,,22326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,499,1684025621.0,75221,2023-05-13 20:53:41.000000,EventFootballKickoff,FROM ARL 30 (15:00) 1 T. Russolino kicks from ARL 30. 13 P. Williams to DC 29 for 25 yards (43 A. Donkor),,True,3,15,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,76,2303003-Champ,900,1800,1800,15:00,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Visitor,30,9,30.0,0,20,6,,,22890,21359,21685,StatusOfficial,ResultKickReturned,25.0,Home,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,500,1684025671.0,75271,2023-05-13 20:54:31.000000,EventFootballRush,1-10-DC 29 (14:50) 4 A. Smith rush to DC 34 for 5 yards (21 C. LeBlanc),,True,3,14,50,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,77,2303003-Champ,890,1790,1790,14:50,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Home,29,9,71.0,0,20,6,1.0,10.0,21798,,,StatusOfficial,,,,,,,,5.0,Home,29.0,1.0,5.0,0:15, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,501,1684025692.0,75292,2023-05-13 20:54:52.000000,EventFootballPass,2-5-DC 34 (14:30) 10 J. Ta'amu pass incomplete to 1 C. Blair,,True,3,14,30,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,78,2303003-Champ,870,1770,1770,14:30,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Home,34,9,66.0,0,20,6,2.0,5.0,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20133,,,Home,29.0,2.0,5.0,0:31, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,502,1684025723.0,75323,2023-05-13 20:55:23.000000,EventFootballPass,3-5-DC 34 (14:02) 10 J. Ta'amu pass to 0 J. Hammond to DC 39 for 5 yards (5 W. Hill),,True,3,14,2,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,79,2303003-Champ,842,1742,1742,14:02,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Home,34,9,66.0,0,20,6,3.0,5.0,20693,,,StatusOfficial,ResultPassComplete,,,,22296,20618,,5.0,Home,29.0,3.0,10.0,1:11, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,503,1684025756.0,75356,2023-05-13 20:55:56.000000,EventFootballRush,"1-10-DC 39 (13:30) 4 A. Smith rush to DC 40 for 1 yard (36 C. Schooler, 90 B. Hector)",,True,3,13,30,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,80,2303003-Champ,810,1710,1710,13:30,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Home,39,9,61.0,0,20,6,1.0,10.0,21379,,,StatusOfficial,,,,,,,22010,1.0,Home,29.0,4.0,11.0,1:40, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,504,1684025787.0,75387,2023-05-13 20:56:27.000000,EventFootballSack,"2-9-DC 40 (12:59) 10 J. Ta'amu sacked at DC 38 for -2 yards (45 W. Clarke, 50 W. Taylor)",,True,3,12,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,81,2303003-Champ,779,1679,1679,12:59,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Home,40,9,60.0,0,20,6,2.0,9.0,,,,StatusOfficial,,,,,22296,,,-2.0,Home,29.0,5.0,9.0,2:13, ,,,20296,,,,,,,,,,,,,,,,,,,,,22375,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,505,1684025821.0,75421,2023-05-13 20:57:01.000000,EventFootballPass,3-11-DC 38 (12:24) 10 J. Ta'amu pass to 18 A. Ellis to DC 48 for 10 yards (18 D. Payne),,True,3,12,24,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,82,2303003-Champ,744,1644,1644,12:24,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Home,38,9,62.0,0,20,6,3.0,11.0,22675,,,StatusOfficial,ResultPassComplete,,,,22296,20448,,10.0,Home,29.0,6.0,19.0,3:00, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,506,1684025863.0,75463,2023-05-13 20:57:43.000000,EventFootballRush,"4-1-DC 48 (11:42) 4 A. Smith rush for 52 yards, TOUCHDOWN",,True,3,11,42,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,83,2303003-Champ,702,1602,1602,11:42,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Home,48,9,52.0,0,20,6,4.0,1.0,,,,StatusOfficial,,,,,,,,52.0,Home,29.0,7.0,71.0,3:27,TD,,21427,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,507,1684025901.0,75501,2023-05-13 20:58:21.000000,EventFootballPat2PtPass,FROM ARL 5 (11:33) 10 J. Ta'amu 2-pt conversion pass to 0 J. Hammond NO GOOD,,True,3,11,33,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,84,2303003-Champ,693,1593,1593,11:33,8,,,1.0,DC,ARL,0.0,3,3,3.0,3.0,Visitor,5,9,5.0,0,20,12,,,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20618,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,508,1684025989.0,75589,2023-05-13 20:59:49.000000,EventFootballKickoff,"FROM DC 30 (11:32) 34 M. McCrane kicks from DC 30. 35 B. Herrien to ARL 29 for 25 yards (20 J. Brooks, 57 A. Hines)",,True,3,11,32,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,85,2303003-Champ,692,1592,1592,11:32,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Home,30,10,30.0,0,20,12,,,20189,21028,20679,StatusOfficial,ResultKickReturned,25.0,Visitor,29.0,,,20699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,509,1684026037.0,75637,2023-05-13 21:00:37.000000,EventFootballPass,1-10-ARL 29 (11:25) 12 L. Perez pass to 85 T. Vaughns to ARL 35 for 6 yards (26 D. Neal),,True,3,11,25,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,86,2303003-Champ,685,1585,1585,11:25,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Visitor,29,10,71.0,0,20,12,1.0,10.0,21133,,,StatusOfficial,ResultPassComplete,,,,21207,22363,,6.0,Visitor,29.0,1.0,6.0,0:28, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,510,1684026069.0,75669,2023-05-13 21:01:09.000000,EventFootballRush,2-4-ARL 35 (10:56) 2 D. Smith rush to ARL 35 for 0 yards (26 D. Neal),,True,3,10,56,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,87,2303003-Champ,656,1556,1556,10:56,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Visitor,35,10,65.0,0,20,12,2.0,4.0,21133,,,StatusOfficial,,,,,,,,0.0,Visitor,29.0,2.0,6.0,0:49, ,,22305,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,511,1684026106.0,75706,2023-05-13 21:01:46.000000,EventFootballPass,3-4-ARL 35 (10:19) 12 L. Perez pass to 85 T. Vaughns to ARL 40 for 5 yards (26 D. Neal),,True,3,10,19,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,88,2303003-Champ,619,1519,1519,10:19,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Visitor,35,10,65.0,0,20,12,3.0,4.0,21133,,,StatusOfficial,ResultPassComplete,,,,21207,22363,,5.0,Visitor,29.0,3.0,11.0,1:30, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,512,1684026147.0,75747,2023-05-13 21:02:27.000000,EventFootballPass,1-10-ARL 40 (9:39) 12 L. Perez pass incomplete to 13 C. Vander Esch Pass Defended by 24 A. Kelly,,True,3,9,39,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,89,2303003-Champ,579,1479,1479,9:39,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Visitor,40,10,60.0,0,20,12,1.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,21207,21601,,,Visitor,29.0,4.0,11.0,2:01, ,,,,,,,,,,,20873,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,513,1684026180.0,75780,2023-05-13 21:03:00.000000,EventFootballRush,"2-10-ARL 40 (9:11) 2 D. Smith rush to ARL 42 for 2 yards (17 D. Bellamy, 5 R. Northrup)",,True,3,9,11,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,90,2303003-Champ,551,1451,1451,9:11,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Visitor,40,10,60.0,0,20,12,2.0,10.0,22416,,,StatusOfficial,,,,,,,21148,2.0,Visitor,29.0,5.0,13.0,2:46, ,,22305,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,514,1684026230.0,75830,2023-05-13 21:03:50.000000,EventFootballRush,3-8-ARL 42 (8:21) 12 L. Perez rush to DC 46 for 12 yards (39 S. Ramirez),,True,3,8,21,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,91,2303003-Champ,501,1401,1401,8:21,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Visitor,42,10,58.0,0,20,12,3.0,8.0,21278,,,StatusOfficial,,,,,,,,12.0,Visitor,29.0,6.0,25.0,3:25, ,,21207,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,515,1684026259.0,75859,2023-05-13 21:04:19.000000,EventFootballRush,"1-10-DC 46 (7:52) 2 D. Smith rush to DC 42 for 4 yards (5 R. Northrup, 29 K. Brice)",,True,3,7,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,92,2303003-Champ,472,1372,1372,7:52,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Home,46,10,46.0,0,20,12,1.0,10.0,21148,,,StatusOfficial,,,,,,,20180,4.0,Visitor,29.0,7.0,29.0,4:03, ,,22305,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,516,1684026312.0,75912,2023-05-13 21:05:12.000000,EventFootballTimeout,2-6-DC 42 (7:10) Timeout by Arlington Renegades at 7:10,,True,3,7,10,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,93,2303003-Champ,430,1330,1330,7:10,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Home,42,10,42.0,0,20,12,2.0,6.0,,,,StatusOfficial,,,,,,,,,Visitor,29.0,7.0,29.0,4:23, ,,,,,,,,,,,,,,,,1,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,517,1684026532.0,76132,2023-05-13 21:08:52.000000,EventFootballPass,"2-6-DC 42 (7:07) 12 L. Perez pass to 26 L. Brown to DC 29 for 13 yards (43 F. Bernard, 29 K. Brice)",,True,3,7,7,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,94,2303003-Champ,427,1327,1327,7:07,1,,,0.0,ARL,DC,0.0,2,3,2.0,2.0,Home,42,10,42.0,0,20,12,2.0,6.0,22329,,,StatusOfficial,ResultPassComplete,,,,21207,20207,20180,13.0,Visitor,29.0,8.0,42.0,4:40, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,518,1684026564.0,76164,2023-05-13 21:09:24.000000,EventFootballPass,"1-10-DC 29 (6:35) 12 L. Perez pass to 80 S. Cannella to DC 14 for 15 yards (39 S. Ramirez, 29 K. Brice)",,True,3,6,35,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,95,2303003-Champ,395,1295,1295,6:35,1,,,0.0,ARL,DC,0.0,2,3,2.0,2.0,Home,29,10,29.0,0,20,12,1.0,10.0,21278,,,StatusOfficial,ResultPassComplete,,,,21207,22030,20180,15.0,Visitor,29.0,9.0,57.0,5:09, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,519,1684026594.0,76194,2023-05-13 21:09:54.000000,EventFootballRush,"1-10-DC 14 (6:06) 26 L. Brown rush to DC 12 for 2 yards (92 M. Fisher, 36 D. Swearinger)",,True,3,6,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,96,2303003-Champ,366,1266,1266,6:06,1,,,0.0,ARL,DC,0.0,2,3,2.0,2.0,Home,14,10,14.0,0,20,12,1.0,10.0,20480,,,StatusOfficial,,,,,,,22902,2.0,Visitor,29.0,10.0,59.0,5:38, ,,20207,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,520,1684026629.0,76229,2023-05-13 21:10:29.000000,EventFootballRush,"2-8-DC 12 (5:31) 10 K. Bryant rush to DC 7 for 5 yards (6 F. Brown, 39 S. Ramirez)",,True,3,5,31,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,97,2303003-Champ,331,1231,1231,5:31,1,,,0.0,ARL,DC,0.0,2,3,2.0,2.0,Home,12,10,12.0,0,20,12,2.0,8.0,20201,,,StatusOfficial,,,,,,,21278,5.0,Visitor,29.0,11.0,64.0,6:19, ,,20217,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,521,1684026675.0,76275,2023-05-13 21:11:15.000000,EventFootballRush,"3-3-DC 7 (4:44) 26 L. Brown rush for 7 yards, TOUCHDOWN",,True,3,4,44,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,98,2303003-Champ,284,1184,1184,4:44,1,,,0.0,ARL,DC,0.0,2,3,2.0,2.0,Home,7,10,7.0,0,20,12,3.0,3.0,,,,StatusOfficial,,,,,,,,7.0,Visitor,29.0,12.0,71.0,6:49,TD,,20207,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,522,1684026708.0,76308,2023-05-13 21:11:48.000000,EventFootballPat1PtRush,FROM DC 2 (4:44) 10 K. Bryant 1-pt conversion rush attempt NO GOOD,,True,3,4,44,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,99,2303003-Champ,284,1184,1184,4:44,1,,,0.0,ARL,DC,0.0,2,3,2.0,2.0,Home,2,10,2.0,0,26,12,,,,,,StatusOfficial,,,,,,,,-2.0,,,,,,,,20217,,,,,,,,1.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,523,1684026957.0,76557,2023-05-13 21:15:57.000000,EventFootballKickoff,FROM ARL 30 (4:44) 1 T. Russolino kicks from ARL 30. 13 P. Williams to DC 24 for 21 yards (36 C. Schooler),,True,3,4,44,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,100,2303003-Champ,284,1184,1184,4:44,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Visitor,30,11,30.0,0,26,12,,,21379,21359,21685,StatusOfficial,ResultKickReturned,21.0,Home,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,524,1684027002.0,76602,2023-05-13 21:16:42.000000,EventFootballPass,1-10-DC 24 (4:37) 10 J. Ta'amu pass to 0 J. Hammond to DC 39 for 15 yards (41 D. Bausby),,True,3,4,37,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,101,2303003-Champ,277,1177,1177,4:37,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Home,24,11,76.0,0,26,12,1.0,10.0,20099,,,StatusOfficial,ResultPassComplete,,,,22296,20618,,15.0,Home,24.0,1.0,15.0,0:20, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
