season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,Down,Distance,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRoleSacker1,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleQbHitter,FootballTimeoutTeamId,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,FootballExtraYards_IndivOrTeam,FootballExtraYards_TeamId,FootballExtraYards_PlayerId,FootballExtraYards_Yards,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,147,1676754889.0,58489,2023-02-18 21:14:49.000000,EventFootballPass,1-10-ARL 35 (0:49) 9 D. Plitt pass to 80 S. Cannella to VGS 47 for 18 yards (1 M. Harriel),,True,2,0,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,69,2302001-VGS-at-ARL,49,49,1849,0:49,3,1,Home,35,10,1,,,,1.0,65,14,3,21753,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,,18.0,Home,35.0,1.0,18.0,0:08, ,21243,22030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,149,1676754909.0,58509,2023-02-18 21:15:09.000000,EventFootballPass,1-10-VGS 47 (0:38) 9 D. Plitt pass intended for 19 B. Arconado INTERCEPTED by 28 C. Avery returned 8 yards to VGS 45,,True,2,0,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,70,2302001-VGS-at-ARL,38,38,1838,0:38,3,1,Visitor,47,10,1,,,,1.0,47,14,3,,,,StatusOfficial,ResultPassInterception,,Visitor,45.0,,1.0,10.0,2,,Home,35.0,2.0,18.0,0:28,INT,21243,20050,,,,,,,,,,,,,,,,,,,,,,20066,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,151,1676754980.0,58580,2023-02-18 21:16:20.000000,EventFootballPass,1-10-VGS 45 (0:28) 12 L. Perez pass to 10 M. Sexton to ARL 37 for 18 yards (4 J. Powell),,True,2,0,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,71,2302001-VGS-at-ARL,28,28,1828,0:28,3,1,Visitor,45,11,7,,,,0.0,55,14,3,21251,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,1,18.0,Visitor,45.0,1.0,18.0,0:07, ,21207,21882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,158,1676755013.0,58613,2023-02-18 21:16:53.000000,EventFootballPass,1-10-ARL 37 (0:21) 12 L. Perez pass incomplete to 10 M. Sexton,,True,2,0,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,72,2302001-VGS-at-ARL,21,21,1821,0:21,3,1,Home,37,11,7,,,,0.0,37,14,3,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,3,,Visitor,45.0,3.0,26.0,0:15, ,21207,21882,,,,,,,,,22675,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,155,1676755048.0,58648,2023-02-18 21:17:28.000000,EventFootballPass,2-10-ARL 37 (0:18) 12 L. Perez pass to 4 M. Bryant to ARL 29 for 8 yards (41 D. Bausby),,True,2,0,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,73,2302001-VGS-at-ARL,18,18,1818,0:18,3,1,Home,37,11,7,,,,0.0,37,14,3,20099,,,StatusOfficial,ResultPassComplete,,,,,2.0,10.0,1,8.0,Visitor,45.0,3.0,26.0,0:15, ,21207,20218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,157,1676755071.0,58671,2023-02-18 21:17:51.000000,EventFootballTimeout,Timeout by Vegas Vipers at 0:17,,True,2,0,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,74,2302001-VGS-at-ARL,17,17,1817,0:17,3,1,Home,29,11,7,,,,0.0,29,14,3,,,,StatusOfficial,,,,,,3.0,2.0,,,Visitor,45.0,3.0,26.0,0:15, ,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,160,1676755151.0,58751,2023-02-18 21:19:11.000000,EventFootballPenalty,"3-2-ARL 29 (0:11) PENALTY on 13 J. Badet, 10 yards",,True,2,0,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,75,2302001-VGS-at-ARL,11,11,1811,0:11,2,1,Home,29,11,7,,,,0.0,29,14,3,,,,StatusOfficial,,,,,,3.0,2.0,,,Visitor,45.0,3.0,16.0,0:21, ,,,,,,7,20072,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,166,1676755202.0,58802,2023-02-18 21:20:02.000000,EventFootballPass,3-12-ARL 39 (0:06) 12 L. Perez pass to 10 M. Sexton to ARL 30 for 9 yards (28 J. Hawkins),,True,2,0,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,76,2302001-VGS-at-ARL,6,6,1806,0:06,2,1,Home,39,11,7,,,,0.0,39,14,3,20654,,,StatusOfficial,ResultPassComplete,,,,,3.0,12.0,3,9.0,Visitor,45.0,4.0,25.0,0:32, ,21207,21882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,165,1676755221.0,58821,2023-02-18 21:20:21.000000,EventFootballTimeout,Timeout by Vegas Vipers at 0:01,,True,2,0,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,77,2302001-VGS-at-ARL,1,1,1801,0:01,2,1,Home,30,11,7,,,,0.0,30,14,3,,,,StatusOfficial,,,,,,4.0,3.0,,,Visitor,45.0,4.0,25.0,0:32, ,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,168,1676755263.0,58863,2023-02-18 21:21:03.000000,EventFootballFg,4-3-ARL 30 (0:00) 47 B. Giffen 49 yard field goal is NO GOOD,,True,2,0,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,78,2302001-VGS-at-ARL,0,0,1800,0:00,1,1,Home,30,11,7,,,,0.0,30,14,3,,20076,,StatusOfficial,ResultKickMissed,,,,,4.0,3.0,,49.0,Visitor,45.0,5.0,25.0,0:38,MISSED FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,170,1676756020.0,59620,2023-02-18 21:33:40.000000,EventFootballKickoff,47 B. Giffen kicks from VGS 30. 12 A. Killins to ARL 27 for 19 yards (20 J. Johnson),,True,3,14,56,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,79,2302001-VGS-at-ARL,896,1796,1796,14:56,3,3,Visitor,30,13,1,,,,1.0,30,14,3,20811,47,21207,StatusOfficial,ResultKickReturned,19.0,Home,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,172,1676756069.0,59669,2023-02-18 21:34:29.000000,EventFootballPass,1-10-ARL 27 (14:49) 9 D. Plitt pass to 80 S. Cannella to ARL 41 for 14 yards (28 C. Avery),,True,3,14,49,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,80,2302001-VGS-at-ARL,889,1789,1789,14:49,3,3,Home,27,13,1,,,,1.0,73,14,3,20066,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,1,14.0,Home,27.0,1.0,14.0,0:28, ,21243,22030,,,,,,,,,,,,,,,21948,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,174,1676756114.0,59714,2023-02-18 21:35:14.000000,EventFootballPenalty,"1-10-ARL 41 (14:17) PENALTY on 90 J. Martin, 5 yards",,True,3,14,17,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,81,2302001-VGS-at-ARL,857,1757,1757,14:17,3,3,Home,41,13,1,,,,1.0,59,14,3,,,,StatusOfficial,,,,,,1.0,10.0,,,Home,27.0,1.0,19.0,0:42, ,,,,,,7,21948,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,176,1676756139.0,59739,2023-02-18 21:35:39.000000,EventFootballRush,"1-5-ARL 46 (14:05) 2 D. Smith rush to Midfield for 4 yards (28 C. Avery, 44 V. Beasley)",,True,3,14,5,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,82,2302001-VGS-at-ARL,845,1745,1745,14:05,3,3,Home,46,13,1,,,,1.0,54,14,3,20066,,,StatusOfficial,,,,,22305,1.0,5.0,1,4.0,Home,27.0,2.0,23.0,1:14, ,,,21739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,178,1676756182.0,59782,2023-02-18 21:36:22.000000,EventFootballRush,"2-1-Midfield (13:21) 12 A. Killins rush to ARL 47 for -3 yards (22 A. Sparks, 48 D. Calhoun)",,True,3,13,21,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,83,2302001-VGS-at-ARL,801,1701,1701,13:21,3,3,Home,50,13,1,,,,1.0,50,14,3,21462,,,StatusOfficial,,,,,20889,2.0,1.0,1,-3.0,Home,27.0,3.0,20.0,2:07, ,,,21744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,180,1676756237.0,59837,2023-02-18 21:37:17.000000,EventFootballTimeout,Timeout by Arlington Renegades at 12:36,,True,3,12,36,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,84,2302001-VGS-at-ARL,756,1656,1656,12:36,3,3,Home,47,13,1,,,,1.0,53,14,3,,,,StatusOfficial,,,,,,3.0,4.0,,,Home,27.0,3.0,20.0,2:23, ,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,185,1676756308.0,59908,2023-02-18 21:38:28.000000,EventFootballPenalty,"3-4-ARL 47 (12:30) PENALTY on 23 M. Roberts, 15 yards",,True,3,12,30,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,85,2302001-VGS-at-ARL,750,1650,1650,12:30,3,2,Home,47,13,1,,,,1.0,53,14,3,,,,StatusOfficial,,,,,,3.0,4.0,,,Home,27.0,4.0,39.0,3:10, ,,,,,,7,21960,15.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,184,1676756347.0,59947,2023-02-18 21:39:07.000000,EventFootballRush,1-10-VGS 38 (12:18) 12 A. Killins rush to VGS 34 for 4 yards (23 M. Roberts),,True,3,12,18,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,86,2302001-VGS-at-ARL,738,1638,1638,12:18,3,2,Visitor,38,13,1,,,,1.0,38,14,3,21960,,,StatusOfficial,,,,,20889,1.0,10.0,1,4.0,Home,27.0,4.0,39.0,3:05, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,187,1676756416.0,60016,2023-02-18 21:40:16.000000,EventFootballPenalty,"2-6-VGS 34 (11:42) PENALTY on 56 C. Hunt, 5 yards",,True,3,11,42,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,87,2302001-VGS-at-ARL,702,1602,1602,11:42,3,2,Visitor,34,13,1,,,,1.0,34,14,3,,,,StatusOfficial,,,,,,2.0,6.0,,,Home,27.0,4.0,34.0,3:17, ,,,,,,1,20735,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,189,1676756449.0,60049,2023-02-18 21:40:49.000000,EventFootballPass,2-11-VGS 39 (11:21) 9 D. Plitt pass to 80 S. Cannella to VGS 34 for 5 yards (28 C. Avery),,True,3,11,21,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,88,2302001-VGS-at-ARL,681,1581,1581,11:21,3,2,Visitor,39,13,1,,,,1.0,39,14,3,20066,,,StatusOfficial,ResultPassComplete,,,,,2.0,11.0,2,5.0,Home,27.0,5.0,39.0,3:49, ,21243,22030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,191,1676756494.0,60094,2023-02-18 21:41:34.000000,EventFootballRush,3-6-VGS 34 (10:36) 9 D. Plitt rush to VGS 31 for 3 yards (0 P. Taumoepenu),,True,3,10,36,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,89,2302001-VGS-at-ARL,636,1536,1536,10:36,3,2,Visitor,34,13,1,,,,1.0,34,14,3,21968,,,StatusOfficial,,,,,21243,3.0,6.0,3,3.0,Home,27.0,6.0,42.0,4:37, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,202,1676756536.0,60136,2023-02-18 21:42:16.000000,EventFootballSack,"4-3-VGS 31 (9:59) 9 D. Plitt sacked at VGS 37 for -6 yards Team Gained 6 Extra Yards Fumbled by 9 D. Plitt,  Forced by 23 M. Roberts Recovered by 48 T. Laulile (23 M. Roberts)",,True,3,9,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,90,2302001-VGS-at-ARL,599,1499,1499,9:59,3,2,Visitor,31,13,1,,,,1.0,31,14,3,,,,StatusOfficial,,,Visitor,31.0,,4.0,3.0,,-6.0,Home,27.0,7.0,42.0,5:01,DOWNS,21243,,,,,,,,,,,21960,,,,,,,1,21243,1,20931,21960,,,,,Team,1,,6.0,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,196,1676756605.0,60205,2023-02-18 21:43:25.000000,EventFootballRush,1-10-VGS 31 (9:43) 5 D. Torrey rush to VGS 27 for -4 yards (50 W. Taylor),,True,3,9,43,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,91,2302001-VGS-at-ARL,583,1483,1483,9:43,3,2,Visitor,31,14,7,,,,0.0,69,14,3,22375,,,StatusOfficial,,,,,21570,1.0,10.0,1,-4.0,Visitor,31.0,1.0,-4.0,0:18, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,199,1676756625.0,60225,2023-02-18 21:43:45.000000,EventFootballPass,"2-14-VGS 27 (9:23) 12 L. Perez pass intended for 13 J. Badet INTERCEPTED by 48 T. Laulile returned 22 yards , INT RET TD scored by 48 T. Laulile",,True,3,9,23,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,92,2302001-VGS-at-ARL,563,1463,1463,9:23,3,2,Visitor,27,14,7,,,,0.0,73,14,3,,,,StatusOfficial,ResultPassInterception,,Visitor,5.0,,2.0,14.0,3,,Visitor,31.0,2.0,-4.0,0:36,INT,21207,20072,,,,,,,,,,,,,,,,,,,,,,20931,ScoreTypeIntrettd,1,20931,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,201,1676756678.0,60278,2023-02-18 21:44:38.000000,EventFootballPat2PtRush,12 A. Killins 2-pt conversion rush attempt NO GOOD,,True,3,9,18,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,93,2302001-VGS-at-ARL,558,1458,1458,9:18,3,2,Visitor,5,15,1,,,,1.0,5,14,9,,,,StatusOfficial,,,,,20889,,,3,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,204,1676756907.0,60507,2023-02-18 21:48:27.000000,EventFootballKickoff,1 T. Russolino kicks from ARL 30. 5 D. Torrey to VGS 48 for 43 yards (11 L. Winningham),,True,3,9,18,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,94,2302001-VGS-at-ARL,558,1458,1458,9:18,3,2,Home,30,16,7,,,,0.0,30,14,9,21707,21753,20693,StatusOfficial,ResultKickReturned,43.0,Visitor,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,206,1676756967.0,60567,2023-02-18 21:49:27.000000,EventFootballRush,"1-10-VGS 48 (9:06) 8 J. Lovett rush to ARL 46 for 6 yards Team Gained -14 Extra Yards Fumbled by 8 J. Lovett,  Forced by 22 J. Carter Recovered by 22 J. Carter (22 J. Carter)",,True,3,9,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,95,2302001-VGS-at-ARL,546,1446,1446,9:06,3,2,Visitor,48,16,7,,,,0.0,52,14,9,20270,,,StatusOfficial,,,Visitor,39.0,21872,1.0,10.0,3,6.0,Visitor,48.0,1.0,-9.0,0:12,FUMBLE,,,,,,,,,,,,,,,,,,,7,21872,1,20270,20270,,,,,Team,7,,-14.0,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,208,1676757042.0,60642,2023-02-18 21:50:42.000000,EventFootballPass,1-10-VGS 39 (8:50) 9 D. Plitt pass to 80 S. Cannella to VGS 19 for 20 yards (20 J. Johnson),,True,3,8,50,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,96,2302001-VGS-at-ARL,530,1430,1430,8:50,3,2,Visitor,39,17,1,,,,1.0,39,14,9,20811,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,3,20.0,Visitor,39.0,1.0,20.0,0:10, ,21243,22030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,210,1676757067.0,60667,2023-02-18 21:51:07.000000,EventFootballRush,1-10-VGS 19 (8:29) 2 D. Smith rush to VGS 17 for 2 yards (88 R. Windsor),,True,3,8,29,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,97,2302001-VGS-at-ARL,509,1409,1409,8:29,3,2,Visitor,19,17,1,,,,1.0,19,14,9,21975,,,StatusOfficial,,,,,22305,1.0,10.0,2,2.0,Visitor,39.0,2.0,22.0,0:44, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,212,1676757089.0,60689,2023-02-18 21:51:29.000000,EventFootballPass,2-8-VGS 17 (8:07) 9 D. Plitt pass to 8 S. Modster to VGS 19 for -2 yards (28 C. Avery),,True,3,8,7,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,98,2302001-VGS-at-ARL,487,1387,1387,8:07,3,2,Visitor,17,17,1,,,,1.0,17,14,9,20066,,,StatusOfficial,ResultPassComplete,,,,,2.0,8.0,1,-2.0,Visitor,39.0,3.0,20.0,1:09, ,21243,22014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,218,1676757128.0,60728,2023-02-18 21:52:08.000000,EventFootballPass,"3-10-VGS 19 (7:28) 9 D. Plitt pass to 2 D. Smith to VGS 13 for 6 yards (28 C. Avery, 25 M. Evans)",,True,3,7,28,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,99,2302001-VGS-at-ARL,448,1348,1348,7:28,3,2,Visitor,19,17,1,,,,1.0,19,14,9,20066,,,StatusOfficial,ResultPassComplete,,,,,3.0,10.0,2,6.0,Visitor,39.0,5.0,33.0,2:19,FG,21243,22305,20461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,220,1676757169.0,60769,2023-02-18 21:52:49.000000,EventFootballFg,4-4-VGS 13 (6:47) 1 T. Russolino 32 yard field goal is GOOD,,True,3,6,47,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,100,2302001-VGS-at-ARL,407,1307,1307,6:47,3,2,Visitor,13,17,1,,,,1.0,13,14,9,,21359,,StatusOfficial,ResultKickMade,,,,,4.0,4.0,,32.0,Visitor,39.0,5.0,26.0,2:19,FG,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,222,1676757369.0,60969,2023-02-18 21:56:09.000000,EventFootballKickoff,1 T. Russolino kicks from ARL 30. 5 D. Torrey to VGS 27 for 12 yards (21 C. LeBlanc),,True,3,6,46,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,101,2302001-VGS-at-ARL,406,1306,1306,6:46,3,2,Home,30,18,7,,,,0.0,30,14,12,21798,21753,20693,StatusOfficial,ResultKickReturned,12.0,Visitor,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,354,1676757422.0,61022,2023-02-18 21:57:02.000000,EventFootballPass,1-10-VGS 27 (6:37) 12 L. Perez pass to 13 J. Badet to VGS 34 for 7 yards (29 S. Brown),,True,3,6,37,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,102,2302001-VGS-at-ARL,397,1297,1297,6:37,3,2,Visitor,27,18,7,,,,0.0,73,14,12,20212,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,1,7.0,Visitor,27.0,4.0,8.0,1:47,DOWNS,21207,20072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,226,1676757450.0,61050,2023-02-18 21:57:30.000000,EventFootballRush,2-3-VGS 34 (6:14) 15 R. Smith rush to VGS 33 for -1 yards (45 W. Clarke),,True,3,6,14,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,103,2302001-VGS-at-ARL,374,1274,1274,6:14,3,2,Visitor,34,18,7,,,,0.0,66,14,12,20296,,,StatusOfficial,,,,,21447,2.0,3.0,3,-1.0,Visitor,27.0,2.0,6.0,0:54, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
