season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRoleRusher,MapRoleTackler1,Down,Distance,FootballStatus,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleKicker,MapRoleKickreturner,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballTimeoutTeamId,MapRoleSacker1,MapRoleInterceptor,MapRoleQbHitter,MapRoleTackler2,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,174,1678069341.0,76941,2023-03-06 02:22:21.000000,EventFootballRush,3-17-SA 41 (1:40) 26 B. Alleyne rush to SA 35 for 6 yards (15 J. Williams),,True,2,1,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,75,2302012-SA-at-HOU,100,100,1900,1:40,1,1,Visitor,41,10,2,,,,1.0,41,7,22,20033,21974,3.0,17.0,StatusOfficial,6.0,Home,13.0,6.0,52.0,1:16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,176,1678069394.0,76994,2023-03-06 02:23:14.000000,EventFootballTimeout,Timeout by San Antonio Brahmas at 1:38,,True,2,1,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,76,2302012-SA-at-HOU,98,98,1898,1:38,1,1,Visitor,35,10,2,,,,1.0,35,7,22,,,4.0,11.0,StatusOfficial,,Home,13.0,6.0,52.0,1:14, ,,,,,,,,,,,,,,,,,,,,,3,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,178,1678069412.0,77012,2023-03-06 02:23:32.000000,EventFootballFg,4-11-SA 35 (1:34) 8 H. Duplessis 53 yard field goal is NO GOOD,,True,2,1,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,77,2302012-SA-at-HOU,94,94,1894,1:34,0,1,Visitor,35,10,2,,,,1.0,35,7,22,,,4.0,11.0,StatusOfficial,53.0,Home,13.0,7.0,52.0,1:24,MISSED FG,20424,,ResultKickMissed,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,180,1678069456.0,77056,2023-03-06 02:24:16.000000,EventFootballPass,1-10-SA 43 (1:30) 16 J. Coan pass incomplete to 10 T. Jonsen,,True,2,1,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,78,2302012-SA-at-HOU,90,90,1890,1:30,0,1,Visitor,43,11,3,,,,0.0,57,7,22,,,1.0,10.0,StatusOfficial,,Visitor,43.0,1.0,,0:04, ,,,ResultPassIncomplete,,,,20301,20856,,,,,,,,21609,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,182,1678069517.0,77117,2023-03-06 02:25:17.000000,EventFootballPenalty,"2-10-SA 43 (1:22) PENALTY on 77 C. Okeke, 10 yards",,True,2,1,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,79,2302012-SA-at-HOU,82,82,1882,1:22,0,1,Visitor,43,11,3,,,,0.0,57,7,22,,,2.0,10.0,StatusOfficial,,Visitor,43.0,1.0,-10.0,0:12, ,,,,,,,,,,,3,21954,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,184,1678069551.0,77151,2023-03-06 02:25:51.000000,EventFootballRush,2-20-SA 33 (1:15) 16 J. Coan rush to SA 39 for 6 yards,,True,2,1,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,80,2302012-SA-at-HOU,75,75,1875,1:15,0,1,Visitor,33,11,3,,,,0.0,67,7,22,20301,,2.0,20.0,StatusOfficial,6.0,Visitor,43.0,2.0,-4.0,0:19, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,186,1678069599.0,77199,2023-03-06 02:26:39.000000,EventFootballPass,3-14-SA 39 (1:08) 16 J. Coan pass incomplete to 6 F. Brown,,True,2,1,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,81,2302012-SA-at-HOU,68,68,1868,1:08,0,1,Visitor,39,11,3,,,,0.0,61,7,22,,,3.0,14.0,StatusOfficial,,Visitor,43.0,3.0,-4.0,0:26, ,,,ResultPassIncomplete,,,,20301,20203,,,,,,,,21536,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,188,1678069640.0,77240,2023-03-06 02:27:20.000000,EventFootballPunt,"4-14-SA 39 (0:57) 0 B. Wing punts 42 yards, downed at HOU 19",,True,2,0,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,82,2302012-SA-at-HOU,57,57,1857,0:57,0,1,Visitor,39,11,3,,,,0.0,61,7,22,,,4.0,14.0,StatusOfficial,,Visitor,43.0,3.0,-4.0,0:37,PUNT,,,ResultKickDowned,,Home,19.0,,,,,,,,,,,21706,,42.0,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,190,1678069685.0,77285,2023-03-06 02:28:05.000000,EventFootballSack,1-10-HOU 19 (0:52) 12 B. Silvers sacked at HOU 15 for -4 yards (45 D. Scott),,True,2,0,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,83,2302012-SA-at-HOU,52,52,1852,0:52,0,1,Home,19,12,2,,,,1.0,81,7,22,,,1.0,10.0,StatusOfficial,-4.0,Home,19.0,1.0,-4.0,0:14, ,,,,,,,21984,,,,,,,,,,,,,,,22844,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,194,1678069717.0,77317,2023-03-06 02:28:37.000000,EventFootballRush,2-14-HOU 15 (0:21) 12 B. Silvers rush to HOU 14 for -1 yards,,True,2,0,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,84,2302012-SA-at-HOU,21,21,1821,0:21,0,1,Home,15,12,2,,,,1.0,85,7,22,21984,,2.0,14.0,StatusOfficial,-1.0,Home,19.0,2.0,-5.0,0:57,HALF,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,196,1678070576.0,78176,2023-03-06 02:42:56.000000,EventFootballKickoff,23 P. Romo kicks from SA 30. 22 M. Borghi to HOU 32 for 23 yards (15 J. Williams),,True,3,14,58,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,85,2302012-SA-at-HOU,898,1798,1798,14:58,3,3,Visitor,30,13,2,,,,1.0,30,7,22,,21974,,,StatusOfficial,,,,,,,,20368,22376,ResultKickReturned,23.0,Home,32.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,198,1678070621.0,78221,2023-03-06 02:43:41.000000,EventFootballPass,1-10-HOU 32 (14:50) 12 B. Silvers pass to 26 B. Alleyne to HOU 39 for 7 yards (15 J. Williams),,True,3,14,50,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,86,2302012-SA-at-HOU,890,1790,1790,14:50,3,3,Home,32,13,2,,,,1.0,68,7,22,,21974,1.0,10.0,StatusOfficial,7.0,Home,32.0,1.0,7.0,0:31, ,,,ResultPassComplete,,,,21984,20033,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,200,1678070660.0,78260,2023-03-06 02:44:20.000000,EventFootballPass,2-3-HOU 39 (14:10) 12 B. Silvers pass to 80 B. Putman to HOU 41 for 2 yards (8 K. Kelly),,True,3,14,10,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,87,2302012-SA-at-HOU,850,1750,1750,14:10,3,3,Home,39,13,2,,,,1.0,61,7,22,,22884,2.0,3.0,StatusOfficial,2.0,Home,32.0,2.0,9.0,1:08, ,,,ResultPassComplete,,,,21984,21266,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,203,1678070697.0,78297,2023-03-06 02:44:57.000000,EventFootballRush,"3-1-HOU 41 (13:33) 14 C. McDonald rush to HOU 46 for 5 yards (40 R. Jeffers, 28 J. Koerner)",,True,3,13,33,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,88,2302012-SA-at-HOU,813,1713,1713,13:33,3,3,Home,41,13,2,,,,1.0,59,7,22,21982,20785,3.0,1.0,StatusOfficial,5.0,Home,32.0,3.0,14.0,1:49, ,,,,,,,,,,,,,,,,,,,,,,,,,20901,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,205,1678070733.0,78333,2023-03-06 02:45:33.000000,EventFootballPass,1-10-HOU 46 (12:57) 12 B. Silvers pass to 22 M. Borghi to HOU 49 for 3 yards (8 K. Kelly),,True,3,12,57,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,89,2302012-SA-at-HOU,777,1677,1677,12:57,3,3,Home,46,13,2,,,,1.0,54,7,22,,22884,1.0,10.0,StatusOfficial,3.0,Home,32.0,4.0,17.0,2:22, ,,,ResultPassComplete,,,,21984,20149,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,207,1678070765.0,78365,2023-03-06 02:46:05.000000,EventFootballRush,2-7-HOU 49 (12:26) 26 B. Alleyne rush to HOU 47 for -2 yards (45 D. Scott),,True,3,12,26,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,90,2302012-SA-at-HOU,746,1646,1646,12:26,3,3,Home,49,13,2,,,,1.0,51,7,22,20033,22844,2.0,7.0,StatusOfficial,-2.0,Home,32.0,5.0,15.0,2:55, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,209,1678070820.0,78420,2023-03-06 02:47:00.000000,EventFootballPenalty,"3-9-HOU 47 (11:48) PENALTY on 1 D. Burnett, 5 yards",,True,3,11,48,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,91,2302012-SA-at-HOU,708,1608,1608,11:48,3,3,Home,47,13,2,,,,1.0,53,7,22,,,3.0,9.0,StatusOfficial,,Home,32.0,5.0,10.0,3:17, ,,,,,,,,,,,2,20229,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,211,1678070850.0,78450,2023-03-06 02:47:30.000000,EventFootballPass,3-14-HOU 42 (11:27) 12 B. Silvers pass dropped by 10 J. Smith,,True,3,11,27,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,92,2302012-SA-at-HOU,687,1587,1587,11:27,3,3,Home,42,13,2,,,,1.0,58,7,22,,,3.0,14.0,StatusOfficial,,Home,32.0,6.0,10.0,3:33, ,,,ResultPassDropped,,,,21984,21441,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,213,1678070889.0,78489,2023-03-06 02:48:09.000000,EventFootballPunt,"4-14-HOU 42 (11:10) 46 R. Porter punts 43 yards from HOU 42 to SA 15. 13 D. Roberson to SA 7 for 7 yards (42 B. Khoury) PENALTY on San Antonio Brahmas, 15 yards",,True,3,11,10,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,93,2302012-SA-at-HOU,670,1570,1570,11:10,3,3,Home,42,13,2,,,,1.0,58,7,22,,21589,4.0,14.0,StatusOfficial,,Home,32.0,6.0,10.0,3:50,PUNT,,,ResultKickReturned,,Visitor,7.0,,,,,3,TM,15.0,ResultPenaltyRepeatdown,NA,,21248,21311,43.0,7.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,215,1678070983.0,78583,2023-03-06 02:49:43.000000,EventFootballRush,1-10-SA 7 (10:59) 11 K. Ballage rush to SA 23 for 16 yards (23 S. Davis),,True,3,10,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,94,2302012-SA-at-HOU,659,1559,1559,10:59,3,3,Visitor,7,14,3,,,,0.0,93,7,22,22034,20368,1.0,10.0,StatusOfficial,16.0,Visitor,7.0,1.0,16.0,0:22, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,217,1678071013.0,78613,2023-03-06 02:50:13.000000,EventFootballRush,1-10-SA 23 (10:29) 11 K. Ballage rush to SA 23 for 0 yards (33 T. Harris),,True,3,10,29,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,95,2302012-SA-at-HOU,629,1529,1529,10:29,3,3,Visitor,23,14,3,,,,0.0,77,7,22,22034,22857,1.0,10.0,StatusOfficial,0.0,Visitor,7.0,2.0,16.0,0:46, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,219,1678071055.0,78655,2023-03-06 02:50:55.000000,EventFootballPass,2-10-SA 23 (9:50) 16 J. Coan pass incomplete to 13 D. Roberson,,True,3,9,50,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,96,2302012-SA-at-HOU,590,1490,1490,9:50,3,3,Visitor,23,14,3,,,,0.0,77,7,22,,,2.0,10.0,StatusOfficial,,Visitor,7.0,3.0,16.0,1:25, ,,,ResultPassIncomplete,,,,20301,21311,,,,,,,,21628,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,221,1678071093.0,78693,2023-03-06 02:51:33.000000,EventFootballPass,3-10-SA 23 (9:16) 16 J. Coan pass incomplete to 11 K. Ballage,,True,3,9,16,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,97,2302012-SA-at-HOU,556,1456,1456,9:16,3,3,Visitor,23,14,3,,,,0.0,77,7,22,,,3.0,10.0,StatusOfficial,,Visitor,7.0,4.0,16.0,1:50, ,,,ResultPassIncomplete,,,,20301,22034,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,224,1678071130.0,78730,2023-03-06 02:52:10.000000,EventFootballPunt,4-10-SA 23 (8:56) 0 B. Wing punts 46 yards from SA 23 to HOU 31. 4 W. Likely to HOU 33 for 2 yards (28 J. Koerner),,True,3,8,56,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,98,2302012-SA-at-HOU,536,1436,1436,8:56,3,3,Visitor,23,14,3,,,,0.0,77,7,22,,28,4.0,10.0,StatusOfficial,,Visitor,7.0,4.0,16.0,2:14,PUNT,,,ResultKickReturned,,Home,33.0,,,,,,,,,,,21706,22601,46.0,2.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,231,1678071364.0,78964,2023-03-06 02:56:04.000000,EventFootballPass,1-10-HOU 33 (8:47) 12 B. Silvers pass to 22 M. Borghi to HOU 32 for -1 yards (22 R. Texada),,True,3,8,47,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,99,2302012-SA-at-HOU,527,1427,1427,8:47,3,3,Home,33,15,2,,,,1.0,67,7,22,,22376,1.0,10.0,StatusOfficial,-1.0,Home,33.0,1.0,-1.0,0:29, ,,,ResultPassComplete,,,,21984,20149,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,228,1678071399.0,78999,2023-03-06 02:56:39.000000,EventFootballPass,2-11-HOU 32 (8:12) 12 B. Silvers pass intended for 80 B. Putman INTERCEPTED by 8 K. Kelly returned 0 yards to HOU 45,,True,3,8,12,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,100,2302012-SA-at-HOU,492,1392,1392,8:12,3,3,Home,32,15,2,,,,1.0,68,7,22,,,2.0,11.0,StatusOfficial,,Home,33.0,2.0,-1.0,0:44,INT,,,ResultPassInterception,,Home,45.0,21984,21266,,,,,,,,22884,,,,,,,22884,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,230,1678071453.0,79053,2023-03-06 02:57:33.000000,EventFootballRush,1-10-HOU 45 (8:04) 16 J. Coan rush to HOU 38 for 7 yards,,True,3,8,4,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,101,2302012-SA-at-HOU,484,1384,1384,8:04,3,3,Home,45,16,3,,,,0.0,45,7,22,20301,,1.0,10.0,StatusOfficial,7.0,Home,45.0,1.0,7.0,0:21, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,233,1678071523.0,79123,2023-03-06 02:58:43.000000,EventFootballPenalty,"2-3-HOU 38 (7:29) PENALTY on San Antonio Brahmas, 5 yards",,True,3,7,29,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,102,2302012-SA-at-HOU,449,1349,1349,7:29,3,3,Home,38,16,3,,,,0.0,38,7,22,,,2.0,3.0,StatusOfficial,,Home,45.0,1.0,2.0,0:47, ,,,,,,,,,,,3,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,235,1678071547.0,79147,2023-03-06 02:59:07.000000,EventFootballPass,2-8-HOU 43 (7:06) 16 J. Coan pass to 88 A. Mack to HOU 36 for 7 yards (11 T. Beckett),,True,3,7,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,103,2302012-SA-at-HOU,426,1326,1326,7:06,3,3,Home,43,16,3,,,,0.0,43,7,22,,20107,2.0,8.0,StatusOfficial,7.0,Home,45.0,2.0,9.0,1:16, ,,,ResultPassComplete,,,,20301,21765,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,237,1678071578.0,79178,2023-03-06 02:59:38.000000,EventFootballRush,3-1-HOU 36 (6:36) 9 J. Patrick rush to HOU 30 for 6 yards (17 D. Johnson),,True,3,6,36,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,104,2302012-SA-at-HOU,396,1296,1296,6:36,3,3,Home,36,16,3,,,,0.0,36,7,22,21196,20801,3.0,1.0,StatusOfficial,6.0,Home,45.0,3.0,15.0,1:46, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,240,1678071614.0,79214,2023-03-06 03:00:14.000000,EventFootballRush,1-10-HOU 30 (6:00) 9 J. Patrick rush to HOU 33 for -3 yards (45 J. Daka),,True,3,6,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,105,2302012-SA-at-HOU,360,1260,1260,6:00,3,3,Home,30,16,3,,,,0.0,30,7,22,21196,20350,1.0,10.0,StatusOfficial,-3.0,Home,45.0,4.0,12.0,2:43, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,243,1678071672.0,79272,2023-03-06 03:01:12.000000,EventFootballPass,2-13-HOU 33 (5:02) 16 J. Coan pass to 88 A. Mack to HOU 25 for 8 yards (11 T. Beckett),,True,3,5,2,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,106,2302012-SA-at-HOU,302,1202,1202,5:02,3,3,Home,33,16,3,,,,0.0,33,7,22,,20107,2.0,13.0,StatusOfficial,8.0,Home,45.0,5.0,20.0,3:43, ,,,ResultPassComplete,,,,20301,21765,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,246,1678071711.0,79311,2023-03-06 03:01:51.000000,EventFootballPass,3-5-HOU 25 (4:25) 16 J. Coan pass incomplete to 10 T. Jonsen,,True,3,4,25,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,107,2302012-SA-at-HOU,265,1165,1165,4:25,3,3,Home,25,16,3,,,,0.0,25,7,22,,,3.0,5.0,StatusOfficial,,Home,45.0,6.0,20.0,4:12, ,,,ResultPassIncomplete,,,,20301,20856,,,,,,,,21628,,,,,,,,21946,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,248,1678071769.0,79369,2023-03-06 03:02:49.000000,EventFootballPenalty,"4-5-HOU 25 (3:57) PENALTY on 3 A. Harris, 23 yards",,True,3,3,57,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,108,2302012-SA-at-HOU,237,1137,1137,3:57,3,3,Home,25,16,3,,,,0.0,25,7,22,,,4.0,5.0,StatusOfficial,,Home,45.0,6.0,43.0,4:12, ,,,,,,,,,,,2,20633,23.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,251,1678071821.0,79421,2023-03-06 03:03:41.000000,EventFootballRush,"1-2-HOU 2 (3:37) 9 J. Patrick rush to HOU 2 for 0 yards (52 E. Ellerbee, 29 A. Hendy)",,True,3,3,37,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,109,2302012-SA-at-HOU,217,1117,1117,3:37,3,3,Home,2,16,3,,,,0.0,2,7,22,21196,21857,1.0,2.0,StatusOfficial,0.0,Home,45.0,7.0,43.0,5:08, ,,,,,,,,,,,,,,,,,,,,,,,,,20675,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,253,1678071865.0,79465,2023-03-06 03:04:25.000000,EventFootballRush,"2-2-HOU 2 (2:53) 9 J. Patrick rush for 2 yards, TOUCHDOWN",,True,3,2,53,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,110,2302012-SA-at-HOU,173,1073,1073,2:53,3,3,Home,2,16,3,,,,0.0,2,7,22,21196,,2.0,2.0,StatusOfficial,2.0,Home,45.0,8.0,45.0,5:16,TD,,,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,255,1678071887.0,79487,2023-03-06 03:04:47.000000,EventFootballPat2PtPass,16 J. Coan 2-pt conversion pass to  NO GOOD,,True,3,2,53,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,111,2302012-SA-at-HOU,173,1073,1073,2:53,3,3,Home,5,16,3,,,,0.0,5,13,22,,,,,StatusOfficial,,,,,,,,,,ResultPassIncomplete,,,,20301,,,2.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,284,1678072129.0,79729,2023-03-06 03:08:49.000000,EventFootballKickoff,"23 P. Romo kicks from SA 30. 22 M. Borghi to HOU 37 for 23 yards (40 R. Jeffers, 23 P. Romo)",,True,3,2,51,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,112,2302012-SA-at-HOU,171,1071,1071,2:51,3,3,Visitor,30,17,2,,,,1.0,30,13,22,,20785,,,StatusOfficial,,,,,,,,20368,22376,ResultKickReturned,23.0,Home,37.0,,,,,,,,,,,,,,,,,,,21775,,0,0.0,0.0,0.0,0.0,0.0
