season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleTackler2,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,down,ydstogo,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,FootballConvAttPts,MapRolePunter,MapRolePuntreturner,FootballPuntYards,MapRoleSacker1,MapRoleSacker2,MapRolePassDefender,FootballTimeoutTeamId,FootballPuntRetYards,MapRoleQbHitter,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,135,1681604129.0,69329,2023-04-15 20:15:29.000000,EventFootballPass,1-10-SA 22 (1:35) 16 J. Coan pass to 9 J. Patrick to SA 26 for 4 yards (40 E. Thompson),,True,2,1,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,65,2302034-ORL-at-SA,95,95,1895,1:35,3,,,1.0,SA,ORL,0.0,1,1,1.0,1.0,Home,22,8,78.0,0,14,3,21550,,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,4.0,Home,22.0,1.0,4.0,0:12, ,20301,21196,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,137,1681604153.0,69353,2023-04-15 20:15:53.000000,EventFootballPass,2-6-SA 26 (1:12) 16 J. Coan pass to 13 N. Holley to SA 40 for 14 yards (20 B. Buchanan),,True,2,1,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,66,2302034-ORL-at-SA,72,72,1872,1:12,3,,,1.0,SA,ORL,0.0,1,1,1.0,1.0,Home,26,8,74.0,0,14,3,20221,,,,StatusOfficial,ResultPassComplete,,,,,2.0,6.0,14.0,Home,22.0,2.0,18.0,0:32, ,20301,20707,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,139,1681604173.0,69373,2023-04-15 20:16:13.000000,EventFootballPass,"1-10-SA 40 (1:01) 16 J. Coan pass to 6 F. Brown to SA 45 for 5 yards (20 B. Buchanan, 46 T. Scales)",,True,2,1,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,67,2302034-ORL-at-SA,61,61,1861,1:01,3,,,1.0,SA,ORL,0.0,1,1,1.0,1.0,Home,40,8,60.0,0,14,3,20221,22319,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,5.0,Home,22.0,3.0,23.0,0:47, ,20301,20203,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,141,1681604195.0,69395,2023-04-15 20:16:35.000000,EventFootballPass,"2-5-SA 45 (0:39) 16 J. Coan pass to 9 J. Patrick to ORL 40 for 15 yards (46 T. Scales, 27 T. Smith)",,True,2,0,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,68,2302034-ORL-at-SA,39,39,1839,0:39,3,,,1.0,SA,ORL,0.0,1,1,1.0,1.0,Home,45,8,55.0,0,14,3,22319,21825,,,StatusOfficial,ResultPassComplete,,,,,2.0,5.0,15.0,Home,22.0,4.0,38.0,1:03, ,20301,21196,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,143,1681604218.0,69418,2023-04-15 20:16:58.000000,EventFootballTimeout,1-10-ORL 40 (0:36) Timeout by Orlando Guardians at 0:36,,True,2,0,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,69,2302034-ORL-at-SA,36,36,1836,0:36,3,,,1.0,SA,ORL,0.0,1,1,1.0,1.0,Visitor,40,8,40.0,0,14,3,,,,,StatusOfficial,,,,,,1.0,10.0,,Home,22.0,4.0,38.0,1:03, ,,,,,,,,,,,,,,,,4,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,145,1681604294.0,69494,2023-04-15 20:18:14.000000,EventFootballPass,1-10-ORL 40 (0:31) 16 J. Coan pass to 13 N. Holley to ORL 6 for 34 yards (23 N. Hosein),,True,2,0,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,70,2302034-ORL-at-SA,31,31,1831,0:31,3,,,1.0,SA,ORL,0.0,0,1,1.0,1.0,Visitor,40,8,40.0,0,14,3,20723,,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,34.0,Home,22.0,5.0,72.0,1:08, ,20301,20707,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,147,1681604325.0,69525,2023-04-15 20:18:45.000000,EventFootballTimeout,1-6-ORL 6 (0:31) Timeout by San Antonio Brahmas at 0:31,,True,2,0,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,71,2302034-ORL-at-SA,31,31,1831,0:31,3,,,1.0,SA,ORL,0.0,0,1,1.0,1.0,Visitor,6,8,6.0,0,14,3,,,,,StatusOfficial,,,,,,1.0,6.0,,Home,22.0,5.0,72.0,1:08, ,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,149,1681604380.0,69580,2023-04-15 20:19:40.000000,EventFootballRush,"1-6-ORL 6 (0:27) 9 J. Patrick rush for 6 yards, TOUCHDOWN",,True,2,0,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,72,2302034-ORL-at-SA,27,27,1827,0:27,3,,,1.0,SA,ORL,0.0,0,0,0.0,0.0,Visitor,6,8,6.0,0,14,3,,,,,StatusOfficial,,,,,21196,1.0,6.0,6.0,Home,22.0,6.0,78.0,1:12,TD,,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,151,1681604442.0,69642,2023-04-15 20:20:42.000000,EventFootballPenalty,"FROM ORL 2 (0:27) PENALTY on (ORL) 27 T. Smith, 1 yards",,True,2,0,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,73,2302034-ORL-at-SA,27,27,1827,0:27,3,,,1.0,SA,ORL,0.0,0,0,0.0,0.0,Visitor,2,8,2.0,0,14,9,,,,,StatusOfficial,,,,,,,,,Home,22.0,6.0,77.0,1:12,TD,,,4,21825,1.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,153,1681604476.0,69676,2023-04-15 20:21:16.000000,EventFootballPat1PtRush,FROM ORL 1 (0:27) 9 J. Patrick 1-pt conversion rush attempt GOOD,,True,2,0,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,74,2302034-ORL-at-SA,27,27,1827,0:27,3,,,1.0,SA,ORL,0.0,0,0,0.0,0.0,Visitor,1,8,1.0,0,14,9,,,,,StatusOfficial,,,,,21196,,,0.0,,,,,,,,,,,,,,ScoreTypeConv,1.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,155,1681604546.0,69746,2023-04-15 20:22:26.000000,EventFootballKickoff,"FROM SA 30 (0:27) 23 P. Romo kicks from SA 30. 10 D. Thomas to ORL 27 for 22 yards (15 J. Williams, 27 T. Hanks)",,True,2,0,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,75,2302034-ORL-at-SA,27,27,1827,0:27,4,,,0.0,ORL,SA,0.0,0,0,0.0,0.0,Home,30,9,30.0,0,14,10,21974,22534,21775,21891,StatusOfficial,ResultKickReturned,22.0,Visitor,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,158,1681604607.0,69807,2023-04-15 20:23:27.000000,EventFootballRush,1-10-ORL 27 (0:12) 12 Q. Dormady rush to ORL 26 for -1 yards,,True,2,0,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,76,2302034-ORL-at-SA,12,12,1812,0:12,4,,,0.0,ORL,SA,0.0,0,0,0.0,0.0,Visitor,27,9,73.0,0,14,10,,,,,StatusOfficial,,,,,20407,1.0,10.0,-1.0,Visitor,27.0,1.0,-1.0,0:27,HALF,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,159,1681604629.0306804,,2023-04-15 20:23:49.030680,EventPeriodEnd,Halftime Marker,,True,2,0,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,10010,2302034-ORL-at-SA,0,0,1800,0:00,4,,,0.0,ORL,SA,0.0,3,3,3.0,3.0,Visitor,26,9,74.0,0,14,10,,,,,,,,,,,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,189,1681605309.0,70509,2023-04-15 20:35:09.000000,EventFootballKickoff,"FROM ORL 30 (15:00) 0 J. Borregales kicks from ORL 30. 6 F. Brown to SA 15 for 22 yards (41 J. Gemmel) PENALTY on (SA) 27 T. Hanks, 10 yards",,True,3,15,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,77,2302034-ORL-at-SA,900,1800,1800,15:00,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Visitor,30,10,30.0,0,14,10,20546,,21741,20203,StatusOfficial,ResultKickReturned,22.0,Home,15.0,,,,,,,,,,,,,3,22534,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,164,1681605382.0,70582,2023-04-15 20:36:22.000000,EventFootballRush,"1-10-SA 15 (14:50) 9 J. Patrick rush to SA 17 for 2 yards (44 T. Plummer, 46 T. Scales)",,True,3,14,50,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,78,2302034-ORL-at-SA,890,1790,1790,14:50,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Home,15,10,85.0,0,14,10,21244,22319,,,StatusOfficial,,,,,21196,1.0,10.0,2.0,Home,15.0,1.0,2.0,0:17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,166,1681605416.0,70616,2023-04-15 20:36:56.000000,EventFootballPass,2-8-SA 17 (14:17) 16 J. Coan pass to 9 J. Patrick to SA 31 for 14 yards (8 T. Smith),,True,3,14,17,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,79,2302034-ORL-at-SA,857,1757,1757,14:17,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Home,17,10,83.0,0,14,10,21448,,,,StatusOfficial,ResultPassComplete,,,,,2.0,8.0,14.0,Home,15.0,2.0,16.0,0:56, ,20301,21196,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,169,1681605458.0,70658,2023-04-15 20:37:38.000000,EventFootballRush,"1-10-SA 31 (13:37) 9 J. Patrick rush to SA 31 for 0 yards (9 G. Willis, 46 T. Scales)",,True,3,13,37,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,80,2302034-ORL-at-SA,817,1717,1717,13:37,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Home,31,10,69.0,0,14,10,21696,22319,,,StatusOfficial,,,,,21196,1.0,10.0,0.0,Home,15.0,3.0,16.0,1:35, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,171,1681605496.0,70696,2023-04-15 20:38:16.000000,EventFootballRush,2-10-SA 31 (12:59) 16 J. Coan rush to SA 36 for 5 yards (56 S. Maponga),,True,3,12,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,81,2302034-ORL-at-SA,779,1679,1679,12:59,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Home,31,10,69.0,0,14,10,20992,,,,StatusOfficial,,,,,20301,2.0,10.0,5.0,Home,15.0,4.0,21.0,2:11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,173,1681605530.0,70730,2023-04-15 20:38:50.000000,EventFootballPass,3-5-SA 36 (12:25) 16 J. Coan pass to 81 T. Toivonen to Midfield for 14 yards (22 M. Elam),,True,3,12,25,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,82,2302034-ORL-at-SA,745,1645,1645,12:25,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Home,36,10,64.0,0,14,10,20444,,,,StatusOfficial,ResultPassComplete,,,,,3.0,5.0,14.0,Home,15.0,5.0,35.0,2:53, ,20301,22891,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,175,1681605568.0,70768,2023-04-15 20:39:28.000000,EventFootballRush,"1-10-Midfield (11:48) 9 J. Patrick rush to ORL 44 for 6 yards (99 T. Sanders, 22 M. Elam)",,True,3,11,48,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,83,2302034-ORL-at-SA,708,1608,1608,11:48,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Home,50,10,50.0,0,14,10,21365,20444,,,StatusOfficial,,,,,21196,1.0,10.0,6.0,Home,15.0,6.0,41.0,3:25, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,177,1681605600.0,70800,2023-04-15 20:40:00.000000,EventFootballRush,2-4-ORL 44 (11:15) 9 J. Patrick rush to ORL 43 for 1 yard (44 T. Plummer),,True,3,11,15,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,84,2302034-ORL-at-SA,675,1575,1575,11:15,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Visitor,44,10,44.0,0,14,10,21244,,,,StatusOfficial,,,,,21196,2.0,4.0,1.0,Home,15.0,7.0,42.0,3:54, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,179,1681605637.0,70837,2023-04-15 20:40:37.000000,EventFootballPass,3-3-ORL 43 (10:38) 16 J. Coan pass to 31 J. Hilliman to ORL 18 for 25 yards (22 M. Elam),,True,3,10,38,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,85,2302034-ORL-at-SA,638,1538,1538,10:38,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Visitor,43,10,43.0,0,14,10,20444,,,,StatusOfficial,ResultPassComplete,,,,,3.0,3.0,25.0,Home,15.0,8.0,67.0,4:43, ,20301,20697,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,181,1681605678.0,70878,2023-04-15 20:41:18.000000,EventFootballPass,"1-10-ORL 18 (9:57) 16 J. Coan pass to 88 A. Mack to ORL 11 for 7 yards (44 T. Plummer, 41 J. Gemmel)",,True,3,9,57,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,86,2302034-ORL-at-SA,597,1497,1497,9:57,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Visitor,18,10,18.0,0,14,10,21244,20546,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,7.0,Home,15.0,9.0,74.0,5:14, ,20301,21765,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,183,1681605718.0,70918,2023-04-15 20:41:58.000000,EventFootballRush,"2-3-ORL 11 (9:17) 9 J. Patrick rush to ORL 10 for 1 yard (56 S. Maponga, 34 N. Coe)",,True,3,9,17,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,87,2302034-ORL-at-SA,557,1457,1457,9:17,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Visitor,11,10,11.0,0,14,10,20992,20308,,,StatusOfficial,,,,,21196,2.0,3.0,1.0,Home,15.0,10.0,75.0,5:57, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,185,1681605755.0,70955,2023-04-15 20:42:35.000000,EventFootballPass,3-2-ORL 10 (8:40) 16 J. Coan pass incomplete to 82 L. Akers,,True,3,8,40,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,88,2302034-ORL-at-SA,520,1420,1420,8:40,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Visitor,10,10,10.0,0,14,10,,,,,StatusOfficial,ResultPassIncomplete,,,,,3.0,2.0,,Home,15.0,11.0,75.0,6:20, ,20301,20016,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,187,1681605785.0,70985,2023-04-15 20:43:05.000000,EventFootballFg,4-2-ORL 10 (8:19) 23 P. Romo 29 yard field goal is GOOD,,True,3,8,19,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,89,2302034-ORL-at-SA,499,1399,1399,8:19,3,,,1.0,SA,ORL,0.0,3,3,3.0,3.0,Visitor,10,10,10.0,0,14,10,,,21775,,StatusOfficial,ResultKickMade,,,,,4.0,2.0,29.0,Home,15.0,12.0,75.0,6:41,FG,,,,,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,191,1681605975.0,71175,2023-04-15 20:46:15.000000,EventFootballKickoff,FROM SA 30 (8:10) 23 P. Romo kicks from SA 30. 10 D. Thomas to ORL 28 for 21 yards (27 T. Hanks),,True,3,8,10,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,90,2302034-ORL-at-SA,490,1390,1390,8:10,4,,,0.0,ORL,SA,0.0,3,3,3.0,3.0,Home,30,11,30.0,0,14,13,22534,,21775,21891,StatusOfficial,ResultKickReturned,21.0,Visitor,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,193,1681606052.0,71252,2023-04-15 20:47:32.000000,EventFootballRush,1-10-ORL 28 (7:59) 12 Q. Dormady rush to ORL 37 for 9 yards (21 S. Williams),,True,3,7,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,91,2302034-ORL-at-SA,479,1379,1379,7:59,4,,,0.0,ORL,SA,0.0,3,3,3.0,3.0,Visitor,28,11,72.0,0,14,13,22819,,,,StatusOfficial,,,,,20407,1.0,10.0,9.0,Visitor,28.0,1.0,9.0,0:19, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,195,1681606077.0,71277,2023-04-15 20:47:57.000000,EventFootballPass,"2-1-ORL 37 (7:45) 12 Q. Dormady pass to 17 E. Rogers to ORL 38 for 1 yard (5 T. Adewusi, 15 J. Williams)",,True,3,7,45,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,92,2302034-ORL-at-SA,465,1365,1365,7:45,4,,,0.0,ORL,SA,0.0,3,3,3.0,3.0,Visitor,37,11,63.0,0,14,13,20008,21974,,,StatusOfficial,ResultPassComplete,,,,,2.0,1.0,1.0,Visitor,28.0,2.0,10.0,0:41, ,20407,22708,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,197,1681606115.0,71315,2023-04-15 20:48:35.000000,EventFootballPass,1-10-ORL 38 (7:09) 12 Q. Dormady pass incomplete to 17 E. Rogers,,True,3,7,9,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,93,2302034-ORL-at-SA,429,1329,1329,7:09,4,,,0.0,ORL,SA,0.0,3,3,3.0,3.0,Visitor,38,11,62.0,0,14,13,,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,,Visitor,28.0,3.0,10.0,1:01, ,20407,22708,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,199,1681606150.0,71350,2023-04-15 20:49:10.000000,EventFootballPass,2-10-ORL 38 (6:42) 12 Q. Dormady pass incomplete to 39 J. Smith,,True,3,6,42,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,94,2302034-ORL-at-SA,402,1302,1302,6:42,4,,,0.0,ORL,SA,0.0,3,3,3.0,3.0,Visitor,38,11,62.0,0,14,13,,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,10.0,,Visitor,28.0,4.0,10.0,1:28, ,20407,21439,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,201,1681606195.0,71395,2023-04-15 20:49:55.000000,EventFootballPass,3-10-ORL 38 (6:07) 12 Q. Dormady pass incomplete to 17 E. Rogers Pass Defended by 22 R. Texada,,True,3,6,7,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,95,2302034-ORL-at-SA,367,1267,1267,6:07,4,,,0.0,ORL,SA,0.0,3,3,3.0,3.0,Visitor,38,11,62.0,0,14,13,,,,,StatusOfficial,ResultPassIncomplete,,,,,3.0,10.0,,Visitor,28.0,5.0,10.0,2:03, ,20407,22708,,,,,,,,,,,,,22376,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,203,1681606234.0,71434,2023-04-15 20:50:34.000000,EventFootballPunt,"4-10-ORL 38 (5:36) 19 M. Brown punts 34 yards, downed at SA 28",,True,3,5,36,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,96,2302034-ORL-at-SA,336,1236,1236,5:36,4,,,0.0,ORL,SA,0.0,3,3,3.0,3.0,Visitor,38,11,62.0,0,14,13,,,,,StatusOfficial,ResultKickDowned,,Home,28.0,,4.0,10.0,,Visitor,28.0,5.0,10.0,2:43,PUNT,,,,,,,,,,20208,,34.0,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_15_ORL@SA,ORL,4,SA,3,outdoors,329,1681606431.0,75231,2023-04-15 20:53:51.000000,EventFootballRush,3-6-ORL 27 (0:32) 9 J. Patrick rush to ORL 30 for -3 yards (88 C. Patton),,True,4,0,32,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_15_ORL@SA,,QBStat,150,2302034-ORL-at-SA,32,32,32,0:32,3,,,1.0,SA,ORL,0.0,0,2,2.0,2.0,Visitor,27,20,27.0,0,23,25,22001,,,,StatusOfficial,,,,,21196,3.0,6.0,-3.0,Home,40.0,7.0,30.0,3:55,HALF,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
